Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught,staff_entities,department_entities,module_entities,relationships
NUSPF12576,William Hull,XXXXX541A,1983-12-14T00:00:00Z,2002-06-28T00:00:00Z,FoL Dean's Office,LL6525,"[('William Hull', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LL6525', 'Module')]","[{'from_type': 'Module', 'from_id': 'LL6525', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LL6525', 'to_type': 'Staff', 'to_id': 'William Hull', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'William Hull', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12577,Matthew Martinez,XXXXX817A,1974-03-01T00:00:00Z,2005-03-12T00:00:00Z,SCALE Dean's Office,TCE2155,"[('Matthew Martinez', 'Staff')]","[(""SCALE Dean's Office"", 'Department')]","[('TCE2155', 'Module')]","[{'from_type': 'Module', 'from_id': 'TCE2155', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'TCE2155', 'to_type': 'Staff', 'to_id': 'Matthew Martinez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Matthew Martinez', 'to_type': 'Department', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12578,Scott Johnson,XXXXX388A,1989-01-21T00:00:00Z,2005-12-12T00:00:00Z,LKYSPP Dean's Office,PP5223,"[('Scott Johnson', 'Staff')]","[(""LKYSPP Dean's Office"", 'Department')]","[('PP5223', 'Module')]","[{'from_type': 'Module', 'from_id': 'PP5223', 'to_type': 'Department', 'to_id': ""LKYSPP Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PP5223', 'to_type': 'Staff', 'to_id': 'Scott Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Scott Johnson', 'to_type': 'Department', 'to_id': ""LKYSPP Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12579,Timothy Matthews,XXXXX784A,1989-08-03T00:00:00Z,2001-01-24T00:00:00Z,SSH School of Public Health Dean's Office,SPH5003,"[('Timothy Matthews', 'Staff')]","[(""SSH School of Public Health Dean's Office"", 'Department')]","[('SPH5003', 'Module')]","[{'from_type': 'Module', 'from_id': 'SPH5003', 'to_type': 'Department', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SPH5003', 'to_type': 'Staff', 'to_id': 'Timothy Matthews', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Timothy Matthews', 'to_type': 'Department', 'to_id': ""SSH School of Public Health Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12580,Dr. Jonathan Murphy,XXXXX561A,1979-05-01T00:00:00Z,2008-08-14T00:00:00Z,Statistics and Data Science,DSA1101,"[('Dr. Jonathan Murphy', 'Staff')]","[('Statistics and Data Science', 'Department')]","[('DSA1101', 'Module')]","[{'from_type': 'Module', 'from_id': 'DSA1101', 'to_type': 'Department', 'to_id': 'Statistics and Data Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'DSA1101', 'to_type': 'Staff', 'to_id': 'Dr. Jonathan Murphy', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Dr. Jonathan Murphy', 'to_type': 'Department', 'to_id': 'Statistics and Data Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12581,Jeremy Lester,XXXXX303A,1993-01-30T00:00:00Z,2013-11-12T00:00:00Z,Architecture,LAD4008,"[('Jeremy Lester', 'Staff')]","[('Architecture', 'Department')]","[('LAD4008', 'Module')]","[{'from_type': 'Module', 'from_id': 'LAD4008', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LAD4008', 'to_type': 'Staff', 'to_id': 'Jeremy Lester', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jeremy Lester', 'to_type': 'Department', 'to_id': 'Architecture', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12582,Joshua Bell,XXXXX569A,1975-12-12T00:00:00Z,2009-03-07T00:00:00Z,Industrial Systems Engineering and Management,MT5900,"[('Joshua Bell', 'Staff')]","[('Industrial Systems Engineering and Management', 'Department')]","[('MT5900', 'Module')]","[{'from_type': 'Module', 'from_id': 'MT5900', 'to_type': 'Department', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MT5900', 'to_type': 'Staff', 'to_id': 'Joshua Bell', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joshua Bell', 'to_type': 'Department', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12583,Jill Cochran,XXXXX432A,1982-10-25T00:00:00Z,2001-02-04T00:00:00Z,PharmacyandPharmaceuticalScience,PR5134,"[('Jill Cochran', 'Staff')]","[('PharmacyandPharmaceuticalScience', 'Department')]","[('PR5134', 'Module')]","[{'from_type': 'Module', 'from_id': 'PR5134', 'to_type': 'Department', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PR5134', 'to_type': 'Staff', 'to_id': 'Jill Cochran', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jill Cochran', 'to_type': 'Department', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12584,Kirsten Mckenzie,XXXXX909A,1989-05-22T00:00:00Z,2000-10-21T00:00:00Z,BIZ Dean's Office,BMK5101,"[('Kirsten Mckenzie', 'Staff')]","[(""BIZ Dean's Office"", 'Department')]","[('BMK5101', 'Module')]","[{'from_type': 'Module', 'from_id': 'BMK5101', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BMK5101', 'to_type': 'Staff', 'to_id': 'Kirsten Mckenzie', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Kirsten Mckenzie', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12585,Robert Jones,XXXXX394A,1970-11-20T00:00:00Z,2009-10-10T00:00:00Z,Center for Engl Lang Comms,CS2101,"[('Robert Jones', 'Staff')]","[('Center for Engl Lang Comms', 'Department')]","[('CS2101', 'Module')]","[{'from_type': 'Module', 'from_id': 'CS2101', 'to_type': 'Department', 'to_id': 'Center for Engl Lang Comms', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CS2101', 'to_type': 'Staff', 'to_id': 'Robert Jones', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Robert Jones', 'to_type': 'Department', 'to_id': 'Center for Engl Lang Comms', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12586,Jennifer Perkins,XXXXX381A,1988-06-19T00:00:00Z,2003-08-30T00:00:00Z,Political Science,GL4883B,"[('Jennifer Perkins', 'Staff')]","[('Political Science', 'Department')]","[('GL4883B', 'Module')]","[{'from_type': 'Module', 'from_id': 'GL4883B', 'to_type': 'Department', 'to_id': 'Political Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GL4883B', 'to_type': 'Staff', 'to_id': 'Jennifer Perkins', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jennifer Perkins', 'to_type': 'Department', 'to_id': 'Political Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12587,Jason Lyons,XXXXX669A,1974-06-24T00:00:00Z,2007-06-09T00:00:00Z,YSTCM Dean's Office,MUH3203,"[('Jason Lyons', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUH3203', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUH3203', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUH3203', 'to_type': 'Staff', 'to_id': 'Jason Lyons', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jason Lyons', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12588,Matthew Mcconnell,XXXXX949A,1979-05-02T00:00:00Z,2006-07-07T00:00:00Z,Biological Sciences,BL5661,"[('Matthew Mcconnell', 'Staff')]","[('Biological Sciences', 'Department')]","[('BL5661', 'Module')]","[{'from_type': 'Module', 'from_id': 'BL5661', 'to_type': 'Department', 'to_id': 'Biological Sciences', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BL5661', 'to_type': 'Staff', 'to_id': 'Matthew Mcconnell', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Matthew Mcconnell', 'to_type': 'Department', 'to_id': 'Biological Sciences', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12589,Joseph Rhodes,XXXXX898A,1988-10-26T00:00:00Z,2011-01-31T00:00:00Z,Psychology,PL4880K,"[('Joseph Rhodes', 'Staff')]","[('Psychology', 'Department')]","[('PL4880K', 'Module')]","[{'from_type': 'Module', 'from_id': 'PL4880K', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PL4880K', 'to_type': 'Staff', 'to_id': 'Joseph Rhodes', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joseph Rhodes', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12590,Jennifer Luna,XXXXX407A,1984-09-15T00:00:00Z,2009-06-04T00:00:00Z,FoL Dean's Office,LLJ5434V,"[('Jennifer Luna', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LLJ5434V', 'Module')]","[{'from_type': 'Module', 'from_id': 'LLJ5434V', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LLJ5434V', 'to_type': 'Staff', 'to_id': 'Jennifer Luna', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jennifer Luna', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12591,Brittany Carpenter,XXXXX936A,1978-07-09T00:00:00Z,2014-05-25T00:00:00Z,Built Environment,PF2205,"[('Brittany Carpenter', 'Staff')]","[('Built Environment', 'Department')]","[('PF2205', 'Module')]","[{'from_type': 'Module', 'from_id': 'PF2205', 'to_type': 'Department', 'to_id': 'Built Environment', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PF2205', 'to_type': 'Staff', 'to_id': 'Brittany Carpenter', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Brittany Carpenter', 'to_type': 'Department', 'to_id': 'Built Environment', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12592,Cody Marshall Jr.,XXXXX753A,1977-03-05T00:00:00Z,2003-07-17T00:00:00Z,Statistics and Data Science,DSA4312,"[('Cody Marshall Jr.', 'Staff')]","[('Statistics and Data Science', 'Department')]","[('DSA4312', 'Module')]","[{'from_type': 'Module', 'from_id': 'DSA4312', 'to_type': 'Department', 'to_id': 'Statistics and Data Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'DSA4312', 'to_type': 'Staff', 'to_id': 'Cody Marshall Jr.', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Cody Marshall Jr.', 'to_type': 'Department', 'to_id': 'Statistics and Data Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12593,Stephanie Wilson,XXXXX993A,1981-06-23T00:00:00Z,2013-08-23T00:00:00Z,Finance,FIN4716,"[('Stephanie Wilson', 'Staff')]","[('Finance', 'Department')]","[('FIN4716', 'Module')]","[{'from_type': 'Module', 'from_id': 'FIN4716', 'to_type': 'Department', 'to_id': 'Finance', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'FIN4716', 'to_type': 'Staff', 'to_id': 'Stephanie Wilson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Stephanie Wilson', 'to_type': 'Department', 'to_id': 'Finance', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12594,Annette Blevins,XXXXX246A,1973-11-12T00:00:00Z,2012-08-26T00:00:00Z,Office of the President,MEM5102,"[('Annette Blevins', 'Staff')]","[('Office of the President', 'Department')]","[('MEM5102', 'Module')]","[{'from_type': 'Module', 'from_id': 'MEM5102', 'to_type': 'Department', 'to_id': 'Office of the President', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MEM5102', 'to_type': 'Staff', 'to_id': 'Annette Blevins', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Annette Blevins', 'to_type': 'Department', 'to_id': 'Office of the President', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12595,Jason Allen,XXXXX755A,1977-03-18T00:00:00Z,1999-09-08T00:00:00Z,Political Science,PS4314HM,"[('Jason Allen', 'Staff')]","[('Political Science', 'Department')]","[('PS4314HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'PS4314HM', 'to_type': 'Department', 'to_id': 'Political Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PS4314HM', 'to_type': 'Staff', 'to_id': 'Jason Allen', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jason Allen', 'to_type': 'Department', 'to_id': 'Political Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12596,Monica Valdez,XXXXX142A,1989-12-15T00:00:00Z,2001-07-29T00:00:00Z,English,EN2202,"[('Monica Valdez', 'Staff')]","[('English', 'Department')]","[('EN2202', 'Module')]","[{'from_type': 'Module', 'from_id': 'EN2202', 'to_type': 'Department', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EN2202', 'to_type': 'Staff', 'to_id': 'Monica Valdez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Monica Valdez', 'to_type': 'Department', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12597,Christine Gomez,XXXXX867A,1994-07-13T00:00:00Z,2011-11-16T00:00:00Z,Asian Inst of Digital Finance,FT5101,"[('Christine Gomez', 'Staff')]","[('Asian Inst of Digital Finance', 'Department')]","[('FT5101', 'Module')]","[{'from_type': 'Module', 'from_id': 'FT5101', 'to_type': 'Department', 'to_id': 'Asian Inst of Digital Finance', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'FT5101', 'to_type': 'Staff', 'to_id': 'Christine Gomez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Christine Gomez', 'to_type': 'Department', 'to_id': 'Asian Inst of Digital Finance', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12598,Catherine West,XXXXX294A,1982-07-16T00:00:00Z,2007-02-19T00:00:00Z,English,EN3224,"[('Catherine West', 'Staff')]","[('English', 'Department')]","[('EN3224', 'Module')]","[{'from_type': 'Module', 'from_id': 'EN3224', 'to_type': 'Department', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EN3224', 'to_type': 'Staff', 'to_id': 'Catherine West', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Catherine West', 'to_type': 'Department', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12599,Tonya Roberts,XXXXX324A,1991-09-05T00:00:00Z,2002-10-12T00:00:00Z,FoL Dean's Office,LLJ5111V,"[('Tonya Roberts', 'Staff')]","[(""FoL Dean's Office"", 'Department')]","[('LLJ5111V', 'Module')]","[{'from_type': 'Module', 'from_id': 'LLJ5111V', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'LLJ5111V', 'to_type': 'Staff', 'to_id': 'Tonya Roberts', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Tonya Roberts', 'to_type': 'Department', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12600,Ronald Rodriguez,XXXXX417A,1976-09-28T00:00:00Z,2009-01-29T00:00:00Z,BIZ Dean's Office,BMA5803,"[('Ronald Rodriguez', 'Staff')]","[(""BIZ Dean's Office"", 'Department')]","[('BMA5803', 'Module')]","[{'from_type': 'Module', 'from_id': 'BMA5803', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'BMA5803', 'to_type': 'Staff', 'to_id': 'Ronald Rodriguez', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Ronald Rodriguez', 'to_type': 'Department', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12601,Lisa Tucker,XXXXX123A,1975-04-24T00:00:00Z,2012-03-17T00:00:00Z,Industrial Systems Engineering and Management,IE5405,"[('Lisa Tucker', 'Staff')]","[('Industrial Systems Engineering and Management', 'Department')]","[('IE5405', 'Module')]","[{'from_type': 'Module', 'from_id': 'IE5405', 'to_type': 'Department', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'IE5405', 'to_type': 'Staff', 'to_id': 'Lisa Tucker', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Lisa Tucker', 'to_type': 'Department', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12602,Roy Black,XXXXX475A,1969-10-24T00:00:00Z,2007-11-27T00:00:00Z,Chinese Studies,GESS1003,"[('Roy Black', 'Staff')]","[('Chinese Studies', 'Department')]","[('GESS1003', 'Module')]","[{'from_type': 'Module', 'from_id': 'GESS1003', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'GESS1003', 'to_type': 'Staff', 'to_id': 'Roy Black', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Roy Black', 'to_type': 'Department', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12603,Jordan Wagner,XXXXX307A,1982-12-11T00:00:00Z,2001-05-03T00:00:00Z,Computer Science,CS6204,"[('Jordan Wagner', 'Staff')]","[('Computer Science', 'Department')]","[('CS6204', 'Module')]","[{'from_type': 'Module', 'from_id': 'CS6204', 'to_type': 'Department', 'to_id': 'Computer Science', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'CS6204', 'to_type': 'Staff', 'to_id': 'Jordan Wagner', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jordan Wagner', 'to_type': 'Department', 'to_id': 'Computer Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12604,Savannah Adams,XXXXX386A,1978-09-18T00:00:00Z,2002-04-23T00:00:00Z,Psychology,PL4224,"[('Savannah Adams', 'Staff')]","[('Psychology', 'Department')]","[('PL4224', 'Module')]","[{'from_type': 'Module', 'from_id': 'PL4224', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PL4224', 'to_type': 'Staff', 'to_id': 'Savannah Adams', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Savannah Adams', 'to_type': 'Department', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12605,Joel Collins,XXXXX641A,1986-11-02T00:00:00Z,2009-01-19T00:00:00Z,Information Systems and Analytics,IS4231,"[('Joel Collins', 'Staff')]","[('Information Systems and Analytics', 'Department')]","[('IS4231', 'Module')]","[{'from_type': 'Module', 'from_id': 'IS4231', 'to_type': 'Department', 'to_id': 'Information Systems and Analytics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'IS4231', 'to_type': 'Staff', 'to_id': 'Joel Collins', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Joel Collins', 'to_type': 'Department', 'to_id': 'Information Systems and Analytics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12606,Sean Acosta,XXXXX780A,1977-04-27T00:00:00Z,2009-03-10T00:00:00Z,Southeast Asian Studies,SEA5214,"[('Sean Acosta', 'Staff')]","[('Southeast Asian Studies', 'Department')]","[('SEA5214', 'Module')]","[{'from_type': 'Module', 'from_id': 'SEA5214', 'to_type': 'Department', 'to_id': 'Southeast Asian Studies', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SEA5214', 'to_type': 'Staff', 'to_id': 'Sean Acosta', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Sean Acosta', 'to_type': 'Department', 'to_id': 'Southeast Asian Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12607,Jennifer Harris,XXXXX216A,1994-04-06T00:00:00Z,2014-03-20T00:00:00Z,English,EN4232HM,"[('Jennifer Harris', 'Staff')]","[('English', 'Department')]","[('EN4232HM', 'Module')]","[{'from_type': 'Module', 'from_id': 'EN4232HM', 'to_type': 'Department', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'EN4232HM', 'to_type': 'Staff', 'to_id': 'Jennifer Harris', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Jennifer Harris', 'to_type': 'Department', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12608,Terri Brady,XXXXX815A,1971-11-23T00:00:00Z,2002-10-26T00:00:00Z,Built Environment,PF3207,"[('Terri Brady', 'Staff')]","[('Built Environment', 'Department')]","[('PF3207', 'Module')]","[{'from_type': 'Module', 'from_id': 'PF3207', 'to_type': 'Department', 'to_id': 'Built Environment', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'PF3207', 'to_type': 'Staff', 'to_id': 'Terri Brady', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Terri Brady', 'to_type': 'Department', 'to_id': 'Built Environment', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12609,Ashley Mack,XXXXX184A,1978-03-05T00:00:00Z,2005-01-14T00:00:00Z,Office of the Provost,SFI2034,"[('Ashley Mack', 'Staff')]","[('Office of the Provost', 'Department')]","[('SFI2034', 'Module')]","[{'from_type': 'Module', 'from_id': 'SFI2034', 'to_type': 'Department', 'to_id': 'Office of the Provost', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'SFI2034', 'to_type': 'Staff', 'to_id': 'Ashley Mack', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Ashley Mack', 'to_type': 'Department', 'to_id': 'Office of the Provost', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12610,Christopher Moore,XXXXX923A,1980-08-31T00:00:00Z,2007-08-27T00:00:00Z,Mathematics,DSA5204,"[('Christopher Moore', 'Staff')]","[('Mathematics', 'Department')]","[('DSA5204', 'Module')]","[{'from_type': 'Module', 'from_id': 'DSA5204', 'to_type': 'Department', 'to_id': 'Mathematics', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'DSA5204', 'to_type': 'Staff', 'to_id': 'Christopher Moore', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Christopher Moore', 'to_type': 'Department', 'to_id': 'Mathematics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12611,Ashley Dawson,XXXXX704A,1977-11-05T00:00:00Z,2010-08-05T00:00:00Z,YSTCM Dean's Office,MUL2107,"[('Ashley Dawson', 'Staff')]","[(""YSTCM Dean's Office"", 'Department')]","[('MUL2107', 'Module')]","[{'from_type': 'Module', 'from_id': 'MUL2107', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'MUL2107', 'to_type': 'Staff', 'to_id': 'Ashley Dawson', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Ashley Dawson', 'to_type': 'Department', 'to_id': ""YSTCM Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12612,Andre Kelly,XXXXX686A,1980-02-24T00:00:00Z,2008-12-27T00:00:00Z,Ridge View Residential College,RVSS1000,"[('Andre Kelly', 'Staff')]","[('Ridge View Residential College', 'Department')]","[('RVSS1000', 'Module')]","[{'from_type': 'Module', 'from_id': 'RVSS1000', 'to_type': 'Department', 'to_id': 'Ridge View Residential College', 'type': 'BELONGS_TO'}, {'from_type': 'Module', 'from_id': 'RVSS1000', 'to_type': 'Staff', 'to_id': 'Andre Kelly', 'type': 'TAUGHT_BY'}, {'from_type': 'Staff', 'from_id': 'Andre Kelly', 'to_type': 'Department', 'to_id': 'Ridge View Residential College', 'type': 'EMPLOYED_UNDER'}]"
