Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second_Major,Modules_Completed,Grades,Student_entities,Faculty_entities,Major_entities,Module_entities
Cheryl Lambert,A0251699E,XXXXX253Z,3,NUS Business School,Business Administration,,"['MNO1706B', 'DAO1704X', 'RE1702', 'BLD3004', 'BI3003C', 'BI3704B', 'BSP1702', 'DMB1202DAO', 'MKT3752', 'RE3000', 'RE3701', 'DMB1204DO', 'BI3001C', 'RE2704', 'BLD3002', 'MKT1705D', 'DMB1201DAO', 'DBA3751', 'DAO2702', 'FIN3751', 'BSN3751', 'DMB1203BSP', 'DMB1202ACC', 'BST3762']","{'MNO1706B': 'C', 'DAO1704X': 'F', 'RE1702': 'A-', 'BLD3004': 'D', 'BI3003C': 'B-', 'BI3704B': 'B-', 'BSP1702': 'F', 'DMB1202DAO': 'B-', 'MKT3752': 'D', 'RE3000': 'C+', 'RE3701': 'B+', 'DMB1204DO': 'F', 'BI3001C': 'A', 'RE2704': 'A', 'BLD3002': 'C', 'MKT1705D': 'A', 'DMB1201DAO': 'A+', 'DBA3751': 'A', 'DAO2702': 'B-', 'FIN3751': 'F', 'BSN3751': 'A+', 'DMB1203BSP': 'B-', 'DMB1202ACC': 'B+', 'BST3762': 'A'}","[('Cheryl Lambert', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('MNO1706B', 'MODULE'), ('DAO1704X', 'MODULE'), ('RE1702', 'MODULE'), ('BLD3004', 'MODULE'), ('BI3003C', 'MODULE'), ('BI3704B', 'MODULE'), ('BSP1702', 'MODULE'), ('DMB1202DAO', 'MODULE'), ('MKT3752', 'MODULE'), ('RE3000', 'MODULE'), ('RE3701', 'MODULE'), ('DMB1204DO', 'MODULE'), ('BI3001C', 'MODULE'), ('RE2704', 'MODULE'), ('BLD3002', 'MODULE'), ('MKT1705D', 'MODULE'), ('DMB1201DAO', 'MODULE'), ('DBA3751', 'MODULE'), ('DAO2702', 'MODULE'), ('FIN3751', 'MODULE'), ('BSN3751', 'MODULE'), ('DMB1203BSP', 'MODULE'), ('DMB1202ACC', 'MODULE'), ('BST3762', 'MODULE')]"
Richard Love,A0236596B,XXXXX470Z,1,NUS Business School,Business Administration,Psychology,"['DMB1202ACC', 'DMB1204FIN', 'DMB1203DO', 'RE1707', 'DMB1201BSP', 'MNO1706E', 'DMB1203ACC', 'DAO1704X']","{'DMB1202ACC': 'A+', 'DMB1204FIN': 'A', 'DMB1203DO': 'B-', 'RE1707': 'A-', 'DMB1201BSP': 'A+', 'MNO1706E': 'B-', 'DMB1203ACC': 'B+', 'DAO1704X': 'B+'}","[('Richard Love', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('DMB1202ACC', 'MODULE'), ('DMB1204FIN', 'MODULE'), ('DMB1203DO', 'MODULE'), ('RE1707', 'MODULE'), ('DMB1201BSP', 'MODULE'), ('MNO1706E', 'MODULE'), ('DMB1203ACC', 'MODULE'), ('DAO1704X', 'MODULE')]"
Brittany Santiago,A0201993B,XXXXX584Z,1,Science,Food Science and Technology,,"['COS1000', 'LSM1301', 'GET1020', 'PR1154', 'PR1150', 'ENV1101', 'HS1404S', 'MA1301X']","{'COS1000': 'F', 'LSM1301': 'F', 'GET1020': 'A', 'PR1154': 'B', 'PR1150': 'B', 'ENV1101': 'A-', 'HS1404S': 'C', 'MA1301X': 'D'}","[('Brittany Santiago', 'STUDENT')]","[('Science', 'FACULTY')]","[('Food Science and Technology', 'MAJOR')]","[('COS1000', 'MODULE'), ('LSM1301', 'MODULE'), ('GET1020', 'MODULE'), ('PR1154', 'MODULE'), ('PR1150', 'MODULE'), ('ENV1101', 'MODULE'), ('HS1404S', 'MODULE'), ('MA1301X', 'MODULE')]"
Joshua Boone,A0284496X,XXXXX739Z,1,Arts and Social Science,History,Data Science and Analytics,"['GEH1024', 'GEH1008', 'GESS1000', 'PS1101E', 'GEX1031', 'GESS1025', 'GEC1046', 'GEH1054']","{'GEH1024': 'A+', 'GEH1008': 'B-', 'GESS1000': 'C', 'PS1101E': 'A-', 'GEX1031': 'D', 'GESS1025': 'B', 'GEC1046': 'C+', 'GEH1054': 'D'}","[('Joshua Boone', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('History', 'MAJOR')]","[('GEH1024', 'MODULE'), ('GEH1008', 'MODULE'), ('GESS1000', 'MODULE'), ('PS1101E', 'MODULE'), ('GEX1031', 'MODULE'), ('GESS1025', 'MODULE'), ('GEC1046', 'MODULE'), ('GEH1054', 'MODULE')]"
Anthony Snyder,A0204056K,XXXXX913Z,3,Law,Law,,"['LC2009', 'LC1002A', 'LC1001G', 'LC1001B', 'LC1002B', 'LC2017', 'LC1016', 'LC2010D', 'LC2012', 'LC1003', 'LC1002J', 'LC1002I', 'LC1001D', 'LC2010H', 'LC2008E', 'LC2008H', 'LC2006G', 'LC2010B', 'LC2010G', 'LC2010C', 'LC1002E', 'LC1002D', 'LC1001F', 'LC2006A']","{'LC2009': 'A+', 'LC1002A': 'A+', 'LC1001G': 'B', 'LC1001B': 'A', 'LC1002B': 'B-', 'LC2017': 'D', 'LC1016': 'A-', 'LC2010D': 'C', 'LC2012': 'A+', 'LC1003': 'B+', 'LC1002J': 'B-', 'LC1002I': 'A-', 'LC1001D': 'A-', 'LC2010H': 'C', 'LC2008E': 'F', 'LC2008H': 'F', 'LC2006G': 'F', 'LC2010B': 'C', 'LC2010G': 'B+', 'LC2010C': 'C+', 'LC1002E': 'B-', 'LC1002D': 'A', 'LC1001F': 'D', 'LC2006A': 'B'}","[('Anthony Snyder', 'STUDENT')]","[('Law', 'FACULTY')]","[('Law', 'MAJOR')]","[('LC2009', 'MODULE'), ('LC1002A', 'MODULE'), ('LC1001G', 'MODULE'), ('LC1001B', 'MODULE'), ('LC1002B', 'MODULE'), ('LC2017', 'MODULE'), ('LC1016', 'MODULE'), ('LC2010D', 'MODULE'), ('LC2012', 'MODULE'), ('LC1003', 'MODULE'), ('LC1002J', 'MODULE'), ('LC1002I', 'MODULE'), ('LC1001D', 'MODULE'), ('LC2010H', 'MODULE'), ('LC2008E', 'MODULE'), ('LC2008H', 'MODULE'), ('LC2006G', 'MODULE'), ('LC2010B', 'MODULE'), ('LC2010G', 'MODULE'), ('LC2010C', 'MODULE'), ('LC1002E', 'MODULE'), ('LC1002D', 'MODULE'), ('LC1001F', 'MODULE'), ('LC2006A', 'MODULE')]"
Raven Ochoa,A0201639R,XXXXX994Z,2,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR1108C', 'GEH1043', 'NUR2125', 'NUR1125', 'ALS1010', 'NUR2501', 'MIH1102', 'MD1902', 'HS2924', 'NUR2124', 'NUR2106B', 'NUR1114A', 'NUR2203C', 'MIC2000A', 'MIH1101', 'NUR2441A']","{'NUR1108C': 'B-', 'GEH1043': 'F', 'NUR2125': 'D', 'NUR1125': 'B', 'ALS1010': 'C', 'NUR2501': 'A', 'MIH1102': 'D', 'MD1902': 'A-', 'HS2924': 'B-', 'NUR2124': 'A+', 'NUR2106B': 'B-', 'NUR1114A': 'F', 'NUR2203C': 'A', 'MIC2000A': 'B+', 'MIH1101': 'A-', 'NUR2441A': 'C+'}","[('Raven Ochoa', 'STUDENT')]","[('Yong Loo Lin Sch of Medicine', 'FACULTY')]","[('Medicine', 'MAJOR')]","[('NUR1108C', 'MODULE'), ('GEH1043', 'MODULE'), ('NUR2125', 'MODULE'), ('NUR1125', 'MODULE'), ('ALS1010', 'MODULE'), ('NUR2501', 'MODULE'), ('MIH1102', 'MODULE'), ('MD1902', 'MODULE'), ('HS2924', 'MODULE'), ('NUR2124', 'MODULE'), ('NUR2106B', 'MODULE'), ('NUR1114A', 'MODULE'), ('NUR2203C', 'MODULE'), ('MIC2000A', 'MODULE'), ('MIH1101', 'MODULE'), ('NUR2441A', 'MODULE')]"
Jeffrey Thomas,A0223043Z,XXXXX717Z,2,NUS Business School,Business Administration,,"['RE2706', 'DMB1202FIN', 'MKT1705D', 'BSP1702', 'DMB1202BSP', 'DMB1204DO', 'DMB1201DAO', 'BSP1703', 'MKT1705B', 'RE1707', 'RE2708', 'RE1702', 'DMB1203FIN', 'ACC1701C', 'DMB1201MKT', 'DMB1204DAO']","{'RE2706': 'B-', 'DMB1202FIN': 'A', 'MKT1705D': 'B', 'BSP1702': 'C+', 'DMB1202BSP': 'B', 'DMB1204DO': 'C', 'DMB1201DAO': 'B-', 'BSP1703': 'A+', 'MKT1705B': 'F', 'RE1707': 'B', 'RE2708': 'A-', 'RE1702': 'D', 'DMB1203FIN': 'B-', 'ACC1701C': 'C+', 'DMB1201MKT': 'A-', 'DMB1204DAO': 'B+'}","[('Jeffrey Thomas', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('RE2706', 'MODULE'), ('DMB1202FIN', 'MODULE'), ('MKT1705D', 'MODULE'), ('BSP1702', 'MODULE'), ('DMB1202BSP', 'MODULE'), ('DMB1204DO', 'MODULE'), ('DMB1201DAO', 'MODULE'), ('BSP1703', 'MODULE'), ('MKT1705B', 'MODULE'), ('RE1707', 'MODULE'), ('RE2708', 'MODULE'), ('RE1702', 'MODULE'), ('DMB1203FIN', 'MODULE'), ('ACC1701C', 'MODULE'), ('DMB1201MKT', 'MODULE'), ('DMB1204DAO', 'MODULE')]"
Jeffrey Best,A0218275X,XXXXX720Z,1,YST Conservatory of Music,Music,,"['MUA1159', 'MUT1102', 'MUT1201', 'MUA1223', 'MUA1188', 'MUA1165', 'MUA1101', 'MUA1190']","{'MUA1159': 'B', 'MUT1102': 'B', 'MUT1201': 'C', 'MUA1223': 'B', 'MUA1188': 'B-', 'MUA1165': 'C', 'MUA1101': 'F', 'MUA1190': 'A-'}","[('Jeffrey Best', 'STUDENT')]","[('YST Conservatory of Music', 'FACULTY')]","[('Music', 'MAJOR')]","[('MUA1159', 'MODULE'), ('MUT1102', 'MODULE'), ('MUT1201', 'MODULE'), ('MUA1223', 'MODULE'), ('MUA1188', 'MODULE'), ('MUA1165', 'MODULE'), ('MUA1101', 'MODULE'), ('MUA1190', 'MODULE')]"
Michael Huffman,A0252836K,XXXXX565Z,3,YST Conservatory of Music,Music,,"['MUA3154', 'MUA3179', 'MUA2109', 'MUA2255B', 'CFA1101A', 'MUA2205', 'MUA3256', 'CFA2101A', 'MUA1101', 'GEX1027', 'MUL2109', 'MUA3221', 'MUA2153', 'MUT1201', 'MUH2204', 'MUA1154', 'MUA3226', 'GESS1015', 'MUA3213', 'MUA1192', 'CFA2210', 'MUH2201', 'MUA3230', 'MUA3219']","{'MUA3154': 'C+', 'MUA3179': 'A-', 'MUA2109': 'C', 'MUA2255B': 'B-', 'CFA1101A': 'A', 'MUA2205': 'F', 'MUA3256': 'B+', 'CFA2101A': 'A', 'MUA1101': 'B-', 'GEX1027': 'A+', 'MUL2109': 'A-', 'MUA3221': 'B', 'MUA2153': 'F', 'MUT1201': 'C', 'MUH2204': 'B+', 'MUA1154': 'C+', 'MUA3226': 'B+', 'GESS1015': 'A', 'MUA3213': 'B', 'MUA1192': 'B', 'CFA2210': 'C+', 'MUH2201': 'C', 'MUA3230': 'B', 'MUA3219': 'A+'}","[('Michael Huffman', 'STUDENT')]","[('YST Conservatory of Music', 'FACULTY')]","[('Music', 'MAJOR')]","[('MUA3154', 'MODULE'), ('MUA3179', 'MODULE'), ('MUA2109', 'MODULE'), ('MUA2255B', 'MODULE'), ('CFA1101A', 'MODULE'), ('MUA2205', 'MODULE'), ('MUA3256', 'MODULE'), ('CFA2101A', 'MODULE'), ('MUA1101', 'MODULE'), ('GEX1027', 'MODULE'), ('MUL2109', 'MODULE'), ('MUA3221', 'MODULE'), ('MUA2153', 'MODULE'), ('MUT1201', 'MODULE'), ('MUH2204', 'MODULE'), ('MUA1154', 'MODULE'), ('MUA3226', 'MODULE'), ('GESS1015', 'MODULE'), ('MUA3213', 'MODULE'), ('MUA1192', 'MODULE'), ('CFA2210', 'MODULE'), ('MUH2201', 'MODULE'), ('MUA3230', 'MODULE'), ('MUA3219', 'MODULE')]"
Ryan Wilkerson,A0270313J,XXXXX588Z,3,YST Conservatory of Music,Music,,"['MUT3216', 'MUA1190', 'MUA1154', 'CFA1101B', 'CFA2101B', 'MUA3113', 'MUA3117', 'MUL1105', 'CFA1111A', 'MUA1223', 'MUA1191', 'MUA3153', 'MUA1153', 'MUA2172', 'CFA3101B', 'MUA3230', 'MUA2205', 'MUA1170', 'MUA2154', 'MUA3226', 'MUA1163', 'MUA1159', 'MUT1102', 'CFA2210']","{'MUT3216': 'D', 'MUA1190': 'A-', 'MUA1154': 'C', 'CFA1101B': 'B-', 'CFA2101B': 'B', 'MUA3113': 'B-', 'MUA3117': 'A-', 'MUL1105': 'B', 'CFA1111A': 'D', 'MUA1223': 'D', 'MUA1191': 'A+', 'MUA3153': 'A+', 'MUA1153': 'B-', 'MUA2172': 'C', 'CFA3101B': 'B+', 'MUA3230': 'A-', 'MUA2205': 'A+', 'MUA1170': 'C', 'MUA2154': 'F', 'MUA3226': 'A-', 'MUA1163': 'C', 'MUA1159': 'A', 'MUT1102': 'C+', 'CFA2210': 'D'}","[('Ryan Wilkerson', 'STUDENT')]","[('YST Conservatory of Music', 'FACULTY')]","[('Music', 'MAJOR')]","[('MUT3216', 'MODULE'), ('MUA1190', 'MODULE'), ('MUA1154', 'MODULE'), ('CFA1101B', 'MODULE'), ('CFA2101B', 'MODULE'), ('MUA3113', 'MODULE'), ('MUA3117', 'MODULE'), ('MUL1105', 'MODULE'), ('CFA1111A', 'MODULE'), ('MUA1223', 'MODULE'), ('MUA1191', 'MODULE'), ('MUA3153', 'MODULE'), ('MUA1153', 'MODULE'), ('MUA2172', 'MODULE'), ('CFA3101B', 'MODULE'), ('MUA3230', 'MODULE'), ('MUA2205', 'MODULE'), ('MUA1170', 'MODULE'), ('MUA2154', 'MODULE'), ('MUA3226', 'MODULE'), ('MUA1163', 'MODULE'), ('MUA1159', 'MODULE'), ('MUT1102', 'MODULE'), ('CFA2210', 'MODULE')]"
Rebekah Alexander,A0284570K,XXXXX839Z,4,Law,Law,,"['LC2008H', 'LL4094AV', 'LL4063V', 'LL4029BV', 'LL4518', 'LL4111V', 'LL4012', 'LL4350V', 'LL4361Z', 'LL4520', 'LL4482V', 'LL4342V', 'LC1002G', 'LL4094CV', 'LL4219', 'LC2010H', 'LL4402', 'LL4208V', 'LL4295', 'LC1002E', 'LL4276V', 'LL4094EV', 'LL4094DV', 'LL4450V', 'LL4033V', 'LL4177V', 'LC1001D', 'LL4360Z', 'LL4070V', 'LC1002J', 'LC1016', 'LC2004']","{'LC2008H': 'C+', 'LL4094AV': 'F', 'LL4063V': 'D', 'LL4029BV': 'A', 'LL4518': 'F', 'LL4111V': 'A-', 'LL4012': 'B-', 'LL4350V': 'A', 'LL4361Z': 'C+', 'LL4520': 'A+', 'LL4482V': 'B', 'LL4342V': 'B+', 'LC1002G': 'A-', 'LL4094CV': 'B+', 'LL4219': 'A-', 'LC2010H': 'A-', 'LL4402': 'B+', 'LL4208V': 'B-', 'LL4295': 'A-', 'LC1002E': 'B', 'LL4276V': 'D', 'LL4094EV': 'A+', 'LL4094DV': 'B+', 'LL4450V': 'A-', 'LL4033V': 'A-', 'LL4177V': 'C+', 'LC1001D': 'A-', 'LL4360Z': 'F', 'LL4070V': 'F', 'LC1002J': 'B+', 'LC1016': 'C+', 'LC2004': 'A'}","[('Rebekah Alexander', 'STUDENT')]","[('Law', 'FACULTY')]","[('Law', 'MAJOR')]","[('LC2008H', 'MODULE'), ('LL4094AV', 'MODULE'), ('LL4063V', 'MODULE'), ('LL4029BV', 'MODULE'), ('LL4518', 'MODULE'), ('LL4111V', 'MODULE'), ('LL4012', 'MODULE'), ('LL4350V', 'MODULE'), ('LL4361Z', 'MODULE'), ('LL4520', 'MODULE'), ('LL4482V', 'MODULE'), ('LL4342V', 'MODULE'), ('LC1002G', 'MODULE'), ('LL4094CV', 'MODULE'), ('LL4219', 'MODULE'), ('LC2010H', 'MODULE'), ('LL4402', 'MODULE'), ('LL4208V', 'MODULE'), ('LL4295', 'MODULE'), ('LC1002E', 'MODULE'), ('LL4276V', 'MODULE'), ('LL4094EV', 'MODULE'), ('LL4094DV', 'MODULE'), ('LL4450V', 'MODULE'), ('LL4033V', 'MODULE'), ('LL4177V', 'MODULE'), ('LC1001D', 'MODULE'), ('LL4360Z', 'MODULE'), ('LL4070V', 'MODULE'), ('LC1002J', 'MODULE'), ('LC1016', 'MODULE'), ('LC2004', 'MODULE')]"
Cynthia Gonzalez,A0247722B,XXXXX414Z,4,Arts and Social Science,Economics,,"['EN4269', 'PS4882DHM', 'AH2101', 'HY4229HM', 'LAK1201', 'JS4227', 'PS4322HM', 'GE4226HM', 'PH3250', 'GES1005', 'NHS3911PS', 'SC3214', 'GE4220', 'GEH1024', 'SC2208', 'PE2101P', 'CH4201HM', 'CL2101', 'GESS1006', 'GESS1012', 'GES1038', 'EN2207', 'GES1035', 'NM2104', 'AH3205', 'EN3551', 'JS2230', 'MS4401', 'TS4401', 'SC3221', 'GEC1017', 'AN2203']","{'EN4269': 'B', 'PS4882DHM': 'C+', 'AH2101': 'B-', 'HY4229HM': 'D', 'LAK1201': 'B-', 'JS4227': 'B', 'PS4322HM': 'D', 'GE4226HM': 'B-', 'PH3250': 'B+', 'GES1005': 'A', 'NHS3911PS': 'A', 'SC3214': 'A', 'GE4220': 'B+', 'GEH1024': 'A-', 'SC2208': 'A-', 'PE2101P': 'B', 'CH4201HM': 'C', 'CL2101': 'C', 'GESS1006': 'D', 'GESS1012': 'B+', 'GES1038': 'A-', 'EN2207': 'F', 'GES1035': 'B', 'NM2104': 'A', 'AH3205': 'A-', 'EN3551': 'B+', 'JS2230': 'C+', 'MS4401': 'A+', 'TS4401': 'D', 'SC3221': 'A+', 'GEC1017': 'A+', 'AN2203': 'A'}","[('Cynthia Gonzalez', 'STUDENT')]","[('Arts and Social Science', 'FACULTY')]","[('Economics', 'MAJOR')]","[('EN4269', 'MODULE'), ('PS4882DHM', 'MODULE'), ('AH2101', 'MODULE'), ('HY4229HM', 'MODULE'), ('LAK1201', 'MODULE'), ('JS4227', 'MODULE'), ('PS4322HM', 'MODULE'), ('GE4226HM', 'MODULE'), ('PH3250', 'MODULE'), ('GES1005', 'MODULE'), ('NHS3911PS', 'MODULE'), ('SC3214', 'MODULE'), ('GE4220', 'MODULE'), ('GEH1024', 'MODULE'), ('SC2208', 'MODULE'), ('PE2101P', 'MODULE'), ('CH4201HM', 'MODULE'), ('CL2101', 'MODULE'), ('GESS1006', 'MODULE'), ('GESS1012', 'MODULE'), ('GES1038', 'MODULE'), ('EN2207', 'MODULE'), ('GES1035', 'MODULE'), ('NM2104', 'MODULE'), ('AH3205', 'MODULE'), ('EN3551', 'MODULE'), ('JS2230', 'MODULE'), ('MS4401', 'MODULE'), ('TS4401', 'MODULE'), ('SC3221', 'MODULE'), ('GEC1017', 'MODULE'), ('AN2203', 'MODULE')]"
Joshua Ray,A0222910K,XXXXX729Z,2,NUS Business School,Business Administration,,"['MNO1706A', 'RE1702', 'MNO1706D', 'DMB1202MKT', 'RE1707', 'MKT1705D', 'DMB1203DAO', 'RE2801', 'DAO1704X', 'RE2705', 'GESS1036', 'MNO1706X', 'BPM1701', 'DMB1204BSP', 'DMB1202DAO', 'BSP1702X']","{'MNO1706A': 'F', 'RE1702': 'A+', 'MNO1706D': 'B+', 'DMB1202MKT': 'F', 'RE1707': 'A', 'MKT1705D': 'B', 'DMB1203DAO': 'A-', 'RE2801': 'D', 'DAO1704X': 'A-', 'RE2705': 'A-', 'GESS1036': 'B-', 'MNO1706X': 'B-', 'BPM1701': 'A', 'DMB1204BSP': 'A-', 'DMB1202DAO': 'A+', 'BSP1702X': 'B'}","[('Joshua Ray', 'STUDENT')]","[('NUS Business School', 'FACULTY')]","[('Business Administration', 'MAJOR')]","[('MNO1706A', 'MODULE'), ('RE1702', 'MODULE'), ('MNO1706D', 'MODULE'), ('DMB1202MKT', 'MODULE'), ('RE1707', 'MODULE'), ('MKT1705D', 'MODULE'), ('DMB1203DAO', 'MODULE'), ('RE2801', 'MODULE'), ('DAO1704X', 'MODULE'), ('RE2705', 'MODULE'), ('GESS1036', 'MODULE'), ('MNO1706X', 'MODULE'), ('BPM1701', 'MODULE'), ('DMB1204BSP', 'MODULE'), ('DMB1202DAO', 'MODULE'), ('BSP1702X', 'MODULE')]"
Sarah Foster,A0269814E,XXXXX640Z,4,Computing,Computer Science,,"['XFC4101', 'BT4101', 'CP3209R', 'CP1008', 'CS1010A', 'CS3236R', 'CS1010R', 'IT3010', 'IS2238', 'CS2040S', 'CS4215', 'BT1101', 'CS3223', 'CP3111', 'DMC1401', 'CP4101', 'CP3201', 'CS3264', 'BT4013', 'CS3245', 'IT2002', 'CS3231', 'IS4241', 'CS1231R', 'CS4261', 'IS1108', 'CS2107', 'CS4221', 'IS4238', 'CS4242', 'CS4330', 'CS3230']","{'XFC4101': 'C+', 'BT4101': 'F', 'CP3209R': 'D', 'CP1008': 'B', 'CS1010A': 'D', 'CS3236R': 'A', 'CS1010R': 'C+', 'IT3010': 'B-', 'IS2238': 'F', 'CS2040S': 'A-', 'CS4215': 'F', 'BT1101': 'D', 'CS3223': 'B+', 'CP3111': 'C+', 'DMC1401': 'F', 'CP4101': 'A', 'CP3201': 'C+', 'CS3264': 'C+', 'BT4013': 'C', 'CS3245': 'B+', 'IT2002': 'B', 'CS3231': 'A+', 'IS4241': 'A-', 'CS1231R': 'A+', 'CS4261': 'B', 'IS1108': 'A-', 'CS2107': 'D', 'CS4221': 'C+', 'IS4238': 'B-', 'CS4242': 'A', 'CS4330': 'D', 'CS3230': 'F'}","[('Sarah Foster', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Computer Science', 'MAJOR')]","[('XFC4101', 'MODULE'), ('BT4101', 'MODULE'), ('CP3209R', 'MODULE'), ('CP1008', 'MODULE'), ('CS1010A', 'MODULE'), ('CS3236R', 'MODULE'), ('CS1010R', 'MODULE'), ('IT3010', 'MODULE'), ('IS2238', 'MODULE'), ('CS2040S', 'MODULE'), ('CS4215', 'MODULE'), ('BT1101', 'MODULE'), ('CS3223', 'MODULE'), ('CP3111', 'MODULE'), ('DMC1401', 'MODULE'), ('CP4101', 'MODULE'), ('CP3201', 'MODULE'), ('CS3264', 'MODULE'), ('BT4013', 'MODULE'), ('CS3245', 'MODULE'), ('IT2002', 'MODULE'), ('CS3231', 'MODULE'), ('IS4241', 'MODULE'), ('CS1231R', 'MODULE'), ('CS4261', 'MODULE'), ('IS1108', 'MODULE'), ('CS2107', 'MODULE'), ('CS4221', 'MODULE'), ('IS4238', 'MODULE'), ('CS4242', 'MODULE'), ('CS4330', 'MODULE'), ('CS3230', 'MODULE')]"
Sarah Ross,A0259609M,XXXXX549Z,1,Computing,Business Analytics,,"['IT1244', 'DMC1401', 'CS1010E', 'DMC1401IS', 'CS1010R', 'CS1231R', 'CP1008', 'BT1101']","{'IT1244': 'B+', 'DMC1401': 'B+', 'CS1010E': 'C', 'DMC1401IS': 'A+', 'CS1010R': 'B+', 'CS1231R': 'F', 'CP1008': 'F', 'BT1101': 'A-'}","[('Sarah Ross', 'STUDENT')]","[('Computing', 'FACULTY')]","[('Business Analytics', 'MAJOR')]","[('IT1244', 'MODULE'), ('DMC1401', 'MODULE'), ('CS1010E', 'MODULE'), ('DMC1401IS', 'MODULE'), ('CS1010R', 'MODULE'), ('CS1231R', 'MODULE'), ('CP1008', 'MODULE'), ('BT1101', 'MODULE')]"
William Spencer,A0213296R,XXXXX383Z,2,College of Design and Engineering,Electrical Engineering,,"['ID2115', 'DTK1234A', 'IPM2104', 'ESE2101', 'PF2504', 'LAD1005', 'CDE2503', 'PF2102', 'CDE2301', 'AR1102', 'CE2407A', 'UTOD2002', 'CE2134', 'ESP2106', 'AR2101', 'MLE2001A']","{'ID2115': 'B', 'DTK1234A': 'A', 'IPM2104': 'D', 'ESE2101': 'A', 'PF2504': 'B', 'LAD1005': 'D', 'CDE2503': 'A+', 'PF2102': 'A+', 'CDE2301': 'C', 'AR1102': 'A', 'CE2407A': 'A', 'UTOD2002': 'C+', 'CE2134': 'B+', 'ESP2106': 'A+', 'AR2101': 'C', 'MLE2001A': 'A'}","[('William Spencer', 'STUDENT')]","[('College of Design and Engineering', 'FACULTY')]","[('Electrical Engineering', 'MAJOR')]","[('ID2115', 'MODULE'), ('DTK1234A', 'MODULE'), ('IPM2104', 'MODULE'), ('ESE2101', 'MODULE'), ('PF2504', 'MODULE'), ('LAD1005', 'MODULE'), ('CDE2503', 'MODULE'), ('PF2102', 'MODULE'), ('CDE2301', 'MODULE'), ('AR1102', 'MODULE'), ('CE2407A', 'MODULE'), ('UTOD2002', 'MODULE'), ('CE2134', 'MODULE'), ('ESP2106', 'MODULE'), ('AR2101', 'MODULE'), ('MLE2001A', 'MODULE')]"
Nancy Christian,A0204686N,XXXXX298Z,3,Science,"Philosophy, Politics &Economics",Business Administration,"['LSM2313', 'CM1417', 'QF2310', 'LSM3288R', 'ENV3288', 'ENV2288', 'DMS1401SP', 'CM3310', 'ENV3104', 'CM3289', 'QF3312', 'FST3287', 'FDP2011', 'GEH1018', 'UTOS2002M', 'FDP2012', 'ENV3202A', 'PC2239', 'DSA2312', 'PR1150', 'HS1404S', 'LSM1303', 'UTOS2201C', 'HS2904']","{'LSM2313': 'D', 'CM1417': 'C', 'QF2310': 'A-', 'LSM3288R': 'C', 'ENV3288': 'F', 'ENV2288': 'B', 'DMS1401SP': 'A+', 'CM3310': 'A+', 'ENV3104': 'B+', 'CM3289': 'A+', 'QF3312': 'C', 'FST3287': 'B+', 'FDP2011': 'A+', 'GEH1018': 'F', 'UTOS2002M': 'A+', 'FDP2012': 'F', 'ENV3202A': 'B', 'PC2239': 'D', 'DSA2312': 'F', 'PR1150': 'A', 'HS1404S': 'B', 'LSM1303': 'C', 'UTOS2201C': 'C+', 'HS2904': 'A+'}","[('Nancy Christian', 'STUDENT')]","[('Science', 'FACULTY')]","[('Philosophy, Politics &Economics', 'MAJOR')]","[('LSM2313', 'MODULE'), ('CM1417', 'MODULE'), ('QF2310', 'MODULE'), ('LSM3288R', 'MODULE'), ('ENV3288', 'MODULE'), ('ENV2288', 'MODULE'), ('DMS1401SP', 'MODULE'), ('CM3310', 'MODULE'), ('ENV3104', 'MODULE'), ('CM3289', 'MODULE'), ('QF3312', 'MODULE'), ('FST3287', 'MODULE'), ('FDP2011', 'MODULE'), ('GEH1018', 'MODULE'), ('UTOS2002M', 'MODULE'), ('FDP2012', 'MODULE'), ('ENV3202A', 'MODULE'), ('PC2239', 'MODULE'), ('DSA2312', 'MODULE'), ('PR1150', 'MODULE'), ('HS1404S', 'MODULE'), ('LSM1303', 'MODULE'), ('UTOS2201C', 'MODULE'), ('HS2904', 'MODULE')]"
