Employee ID,Employee Name,NRIC,DOB,DOJ,Department,Modules Taught,staff_entities,department_entities,module_entities,relationships
NUSPF12511,Vickie Steele,XXXXX362A,1974-02-06T00:00:00Z,2008-05-27T00:00:00Z,NUS College Dean's Office,NHT2207,"[('Vickie Steele', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NHT2207', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'NHT2207', 'to_type': 'DEPARTMENT', 'to_id': ""NUS College Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'NHT2207', 'to_type': 'STAFF', 'to_id': 'Vickie Steele', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Vickie Steele', 'to_type': 'DEPARTMENT', 'to_id': ""NUS College Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12512,Jay Herrera,XXXXX571A,1992-10-02T00:00:00Z,2008-12-12T00:00:00Z,Strategy and Policy,BSE3751,"[('Jay Herrera', 'STAFF')]","[('Strategy and Policy', 'DEPARTMENT')]","[('BSE3751', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BSE3751', 'to_type': 'DEPARTMENT', 'to_id': 'Strategy and Policy', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BSE3751', 'to_type': 'STAFF', 'to_id': 'Jay Herrera', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jay Herrera', 'to_type': 'DEPARTMENT', 'to_id': 'Strategy and Policy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12513,Edwin Vang,XXXXX340A,1977-12-11T00:00:00Z,2008-04-18T00:00:00Z,Social Work,SW4660,"[('Edwin Vang', 'STAFF')]","[('Social Work', 'DEPARTMENT')]","[('SW4660', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SW4660', 'to_type': 'DEPARTMENT', 'to_id': 'Social Work', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SW4660', 'to_type': 'STAFF', 'to_id': 'Edwin Vang', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Edwin Vang', 'to_type': 'DEPARTMENT', 'to_id': 'Social Work', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12514,Javier King,XXXXX488A,1992-12-13T00:00:00Z,2011-03-27T00:00:00Z,Psychology,PL5306,"[('Javier King', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL5306', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PL5306', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PL5306', 'to_type': 'STAFF', 'to_id': 'Javier King', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Javier King', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12515,Amy Garcia,XXXXX713A,1977-12-26T00:00:00Z,2006-02-13T00:00:00Z,Yale-NUS College,YSS2202,"[('Amy Garcia', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS2202', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'YSS2202', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'YSS2202', 'to_type': 'STAFF', 'to_id': 'Amy Garcia', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Amy Garcia', 'to_type': 'DEPARTMENT', 'to_id': 'Yale-NUS College', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12516,Amber Andrade,XXXXX765A,1991-04-20T00:00:00Z,2000-06-24T00:00:00Z,Psychology,PL5221,"[('Amber Andrade', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL5221', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PL5221', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PL5221', 'to_type': 'STAFF', 'to_id': 'Amber Andrade', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Amber Andrade', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12517,David Rojas,XXXXX993A,1979-06-01T00:00:00Z,2001-09-02T00:00:00Z,English,EL5102R,"[('David Rojas', 'STAFF')]","[('English', 'DEPARTMENT')]","[('EL5102R', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EL5102R', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EL5102R', 'to_type': 'STAFF', 'to_id': 'David Rojas', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'David Rojas', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12518,Jessica Jackson,XXXXX778A,1970-09-11T00:00:00Z,2005-10-09T00:00:00Z,FoL Dean's Office,LL5459X,"[('Jessica Jackson', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5459X', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL5459X', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL5459X', 'to_type': 'STAFF', 'to_id': 'Jessica Jackson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jessica Jackson', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12519,Lisa Gray,XXXXX698A,1988-06-04T00:00:00Z,2001-09-18T00:00:00Z,History,GESS1010,"[('Lisa Gray', 'STAFF')]","[('History', 'DEPARTMENT')]","[('GESS1010', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GESS1010', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GESS1010', 'to_type': 'STAFF', 'to_id': 'Lisa Gray', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Lisa Gray', 'to_type': 'DEPARTMENT', 'to_id': 'History', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12520,Zachary Martinez,XXXXX408A,1992-02-01T00:00:00Z,2003-05-27T00:00:00Z,Industrial Systems Engineering and Management,IE5909B,"[('Zachary Martinez', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('IE5909B', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'IE5909B', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'IE5909B', 'to_type': 'STAFF', 'to_id': 'Zachary Martinez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Zachary Martinez', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12521,Eugene Evans,XXXXX244A,1989-07-18T00:00:00Z,2010-04-08T00:00:00Z,Psychology,UTOA2001PL,"[('Eugene Evans', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('UTOA2001PL', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'UTOA2001PL', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'UTOA2001PL', 'to_type': 'STAFF', 'to_id': 'Eugene Evans', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Eugene Evans', 'to_type': 'DEPARTMENT', 'to_id': 'Psychology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12522,Emily Henry,XXXXX673A,1976-05-16T00:00:00Z,2001-05-25T00:00:00Z,Electrical and Computer Engineering,EE5111,"[('Emily Henry', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5111', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EE5111', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EE5111', 'to_type': 'STAFF', 'to_id': 'Emily Henry', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Emily Henry', 'to_type': 'DEPARTMENT', 'to_id': 'Electrical and Computer Engineering', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12523,Andrew Porter,XXXXX256A,1988-10-01T00:00:00Z,2006-01-24T00:00:00Z,PharmacyandPharmaceuticalScience,PR1150,"[('Andrew Porter', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR1150', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PR1150', 'to_type': 'DEPARTMENT', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PR1150', 'to_type': 'STAFF', 'to_id': 'Andrew Porter', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Andrew Porter', 'to_type': 'DEPARTMENT', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12524,Mark Blanchard,XXXXX328A,1993-07-18T00:00:00Z,2007-04-12T00:00:00Z,BIZ Dean's Office,BMA5404,"[('Mark Blanchard', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5404', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BMA5404', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BMA5404', 'to_type': 'STAFF', 'to_id': 'Mark Blanchard', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Mark Blanchard', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12525,Ashley Cooper,XXXXX618A,1991-06-30T00:00:00Z,2007-07-26T00:00:00Z,SCALE Dean's Office,TCX2003,"[('Ashley Cooper', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TCX2003', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'TCX2003', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'TCX2003', 'to_type': 'STAFF', 'to_id': 'Ashley Cooper', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Ashley Cooper', 'to_type': 'DEPARTMENT', 'to_id': ""SCALE Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12526,William Daugherty,XXXXX972A,1973-07-29T00:00:00Z,2007-08-13T00:00:00Z,Physics,PC1101,"[('William Daugherty', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC1101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PC1101', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PC1101', 'to_type': 'STAFF', 'to_id': 'William Daugherty', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'William Daugherty', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12527,Kristina Taylor,XXXXX622A,1981-06-11T00:00:00Z,2007-05-19T00:00:00Z,Industrial Design,ID5356,"[('Kristina Taylor', 'STAFF')]","[('Industrial Design', 'DEPARTMENT')]","[('ID5356', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ID5356', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Design', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ID5356', 'to_type': 'STAFF', 'to_id': 'Kristina Taylor', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kristina Taylor', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Design', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12528,Bobby Pruitt,XXXXX609A,1984-12-17T00:00:00Z,2010-04-07T00:00:00Z,LKYSPP Dean's Office,PP5278,"[('Bobby Pruitt', 'STAFF')]","[(""LKYSPP Dean's Office"", 'DEPARTMENT')]","[('PP5278', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PP5278', 'to_type': 'DEPARTMENT', 'to_id': ""LKYSPP Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PP5278', 'to_type': 'STAFF', 'to_id': 'Bobby Pruitt', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Bobby Pruitt', 'to_type': 'DEPARTMENT', 'to_id': ""LKYSPP Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12529,Charles Flynn,XXXXX284A,1993-12-03T00:00:00Z,2001-01-12T00:00:00Z,Industrial Systems Engineering and Management,IE5268,"[('Charles Flynn', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('IE5268', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'IE5268', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'IE5268', 'to_type': 'STAFF', 'to_id': 'Charles Flynn', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Charles Flynn', 'to_type': 'DEPARTMENT', 'to_id': 'Industrial Systems Engineering and Management', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12530,Brianna Scott,XXXXX573A,1969-09-30T00:00:00Z,2008-04-01T00:00:00Z,BIZ Dean's Office,BMG5104,"[('Brianna Scott', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMG5104', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BMG5104', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BMG5104', 'to_type': 'STAFF', 'to_id': 'Brianna Scott', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Brianna Scott', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12531,Sarah Martinez,XXXXX917A,1986-10-04T00:00:00Z,2014-01-01T00:00:00Z,Political Science,GL4101,"[('Sarah Martinez', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('GL4101', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GL4101', 'to_type': 'DEPARTMENT', 'to_id': 'Political Science', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GL4101', 'to_type': 'STAFF', 'to_id': 'Sarah Martinez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Sarah Martinez', 'to_type': 'DEPARTMENT', 'to_id': 'Political Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12532,Nicholas Castillo,XXXXX348A,1984-11-03T00:00:00Z,2014-07-11T00:00:00Z,Food Science and Technology,FST2313,"[('Nicholas Castillo', 'STAFF')]","[('Food Science and Technology', 'DEPARTMENT')]","[('FST2313', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'FST2313', 'to_type': 'DEPARTMENT', 'to_id': 'Food Science and Technology', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'FST2313', 'to_type': 'STAFF', 'to_id': 'Nicholas Castillo', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Nicholas Castillo', 'to_type': 'DEPARTMENT', 'to_id': 'Food Science and Technology', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12533,Rhonda Alvarez,XXXXX821A,1978-11-07T00:00:00Z,2013-09-09T00:00:00Z,Analytics and Operations,DBA3701,"[('Rhonda Alvarez', 'STAFF')]","[('Analytics and Operations', 'DEPARTMENT')]","[('DBA3701', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'DBA3701', 'to_type': 'DEPARTMENT', 'to_id': 'Analytics and Operations', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'DBA3701', 'to_type': 'STAFF', 'to_id': 'Rhonda Alvarez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Rhonda Alvarez', 'to_type': 'DEPARTMENT', 'to_id': 'Analytics and Operations', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12534,Kathleen George,XXXXX607A,1983-06-13T00:00:00Z,2008-08-27T00:00:00Z,Economics,GESS1000,"[('Kathleen George', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('GESS1000', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'GESS1000', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'GESS1000', 'to_type': 'STAFF', 'to_id': 'Kathleen George', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kathleen George', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12535,Jody Johnson,XXXXX555A,1976-01-26T00:00:00Z,2007-07-02T00:00:00Z,Philosophy,PH6210,"[('Jody Johnson', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH6210', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PH6210', 'to_type': 'DEPARTMENT', 'to_id': 'Philosophy', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PH6210', 'to_type': 'STAFF', 'to_id': 'Jody Johnson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jody Johnson', 'to_type': 'DEPARTMENT', 'to_id': 'Philosophy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12536,Deborah Hayes,XXXXX200A,1994-05-08T00:00:00Z,2000-03-01T00:00:00Z,Chinese Studies,CH4243,"[('Deborah Hayes', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH4243', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'CH4243', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'CH4243', 'to_type': 'STAFF', 'to_id': 'Deborah Hayes', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Deborah Hayes', 'to_type': 'DEPARTMENT', 'to_id': 'Chinese Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12537,Tiffany Cruz,XXXXX150A,1972-05-09T00:00:00Z,2001-10-26T00:00:00Z,PharmacyandPharmaceuticalScience,PR1152,"[('Tiffany Cruz', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR1152', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'PR1152', 'to_type': 'DEPARTMENT', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'PR1152', 'to_type': 'STAFF', 'to_id': 'Tiffany Cruz', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Tiffany Cruz', 'to_type': 'DEPARTMENT', 'to_id': 'PharmacyandPharmaceuticalScience', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12538,Jody Fuller,XXXXX636A,1971-03-13T00:00:00Z,2003-09-28T00:00:00Z,Statistics and Data Science,ST4299,"[('Jody Fuller', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('ST4299', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ST4299', 'to_type': 'DEPARTMENT', 'to_id': 'Statistics and Data Science', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ST4299', 'to_type': 'STAFF', 'to_id': 'Jody Fuller', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Jody Fuller', 'to_type': 'DEPARTMENT', 'to_id': 'Statistics and Data Science', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12539,Robert Benson,XXXXX957A,1974-11-03T00:00:00Z,2000-03-12T00:00:00Z,BIZ Dean's Office,BME5302,"[('Robert Benson', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BME5302', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BME5302', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BME5302', 'to_type': 'STAFF', 'to_id': 'Robert Benson', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Robert Benson', 'to_type': 'DEPARTMENT', 'to_id': ""BIZ Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12540,Sharon Arnold,XXXXX966A,1972-12-26T00:00:00Z,2010-01-13T00:00:00Z,FoL Dean's Office,LL6322,"[('Sharon Arnold', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL6322', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'LL6322', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'LL6322', 'to_type': 'STAFF', 'to_id': 'Sharon Arnold', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Sharon Arnold', 'to_type': 'DEPARTMENT', 'to_id': ""FoL Dean's Office"", 'type': 'EMPLOYED_UNDER'}]"
NUSPF12541,Bradley Brooks,XXXXX878A,1983-01-10T00:00:00Z,2014-04-13T00:00:00Z,Strategy and Policy,BSN3701B,"[('Bradley Brooks', 'STAFF')]","[('Strategy and Policy', 'DEPARTMENT')]","[('BSN3701B', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'BSN3701B', 'to_type': 'DEPARTMENT', 'to_id': 'Strategy and Policy', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'BSN3701B', 'to_type': 'STAFF', 'to_id': 'Bradley Brooks', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Bradley Brooks', 'to_type': 'DEPARTMENT', 'to_id': 'Strategy and Policy', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12542,Michael Green,XXXXX288A,1980-10-29T00:00:00Z,2006-08-24T00:00:00Z,English,ELC5207,"[('Michael Green', 'STAFF')]","[('English', 'DEPARTMENT')]","[('ELC5207', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'ELC5207', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'ELC5207', 'to_type': 'STAFF', 'to_id': 'Michael Green', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Michael Green', 'to_type': 'DEPARTMENT', 'to_id': 'English', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12543,Sheila Lopez,XXXXX363A,1969-08-11T00:00:00Z,2001-08-04T00:00:00Z,Risk Management Institute,FE5223,"[('Sheila Lopez', 'STAFF')]","[('Risk Management Institute', 'DEPARTMENT')]","[('FE5223', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'FE5223', 'to_type': 'DEPARTMENT', 'to_id': 'Risk Management Institute', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'FE5223', 'to_type': 'STAFF', 'to_id': 'Sheila Lopez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Sheila Lopez', 'to_type': 'DEPARTMENT', 'to_id': 'Risk Management Institute', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12544,Kurt Mercado,XXXXX956A,1990-01-21T00:00:00Z,2005-08-30T00:00:00Z,Southeast Asian Studies,SE4212,"[('Kurt Mercado', 'STAFF')]","[('Southeast Asian Studies', 'DEPARTMENT')]","[('SE4212', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'SE4212', 'to_type': 'DEPARTMENT', 'to_id': 'Southeast Asian Studies', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'SE4212', 'to_type': 'STAFF', 'to_id': 'Kurt Mercado', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kurt Mercado', 'to_type': 'DEPARTMENT', 'to_id': 'Southeast Asian Studies', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12545,Kimberly Grant,XXXXX983A,1989-07-22T00:00:00Z,2009-08-01T00:00:00Z,Physics,HSI2009,"[('Kimberly Grant', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('HSI2009', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'HSI2009', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'HSI2009', 'to_type': 'STAFF', 'to_id': 'Kimberly Grant', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Kimberly Grant', 'to_type': 'DEPARTMENT', 'to_id': 'Physics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12546,Cameron Lopez,XXXXX294A,1982-01-31T00:00:00Z,2014-05-09T00:00:00Z,Economics,EC6880,"[('Cameron Lopez', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC6880', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'EC6880', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'EC6880', 'to_type': 'STAFF', 'to_id': 'Cameron Lopez', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Cameron Lopez', 'to_type': 'DEPARTMENT', 'to_id': 'Economics', 'type': 'EMPLOYED_UNDER'}]"
NUSPF12547,Ann Ramos,XXXXX465A,1980-12-30T00:00:00Z,2004-02-05T00:00:00Z,Communications and New Media,NM6660,"[('Ann Ramos', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('NM6660', 'MODULE')]","[{'from_type': 'MODULE', 'from_id': 'NM6660', 'to_type': 'DEPARTMENT', 'to_id': 'Communications and New Media', 'type': 'BELONGS_TO'}, {'from_type': 'MODULE', 'from_id': 'NM6660', 'to_type': 'STAFF', 'to_id': 'Ann Ramos', 'type': 'TAUGHT_BY'}, {'from_type': 'STAFF', 'from_id': 'Ann Ramos', 'to_type': 'DEPARTMENT', 'to_id': 'Communications and New Media', 'type': 'EMPLOYED_UNDER'}]"
