Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department_ID,Modules_Taught,Staff_entities,Department_entities,Module_entities,Relationships
NUSPF12707,Jacqueline Harrison,XXXXX929A,1976-12-18T00:00:00Z,2008-06-21T00:00:00Z,Yale-NUS College,YHU4243,"[('Jacqueline Harrison', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YHU4243', 'MODULE')]",
NUSPF12708,Sharon King,XXXXX820A,1984-03-06T00:00:00Z,2002-03-15T00:00:00Z,Physics,PC5101,"[('Sharon King', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC5101', 'MODULE')]",
NUSPF12709,Karen Ortiz,XXXXX207A,1977-02-14T00:00:00Z,2011-04-18T00:00:00Z,Information Systems and Analytics,DMC1401IS,"[('Karen Ortiz', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('DMC1401IS', 'MODULE')]",
NUSPF12710,Amber Johnson,XXXXX841A,1986-11-15T00:00:00Z,2007-07-18T00:00:00Z,Architecture,ISD5105,"[('Amber Johnson', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('ISD5105', 'MODULE')]",
NUSPF12711,Sarah Potts,XXXXX966A,1974-06-01T00:00:00Z,2005-04-26T00:00:00Z,PharmacyandPharmaceuticalScience,PR3288,"[('Sarah Potts', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR3288', 'MODULE')]",
NUSPF12712,Calvin Wright,XXXXX892A,1970-05-26T00:00:00Z,2011-07-10T00:00:00Z,Chemical and Biomolecular Engineering,SH5202,"[('Calvin Wright', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('SH5202', 'MODULE')]",
NUSPF12713,Justin Gutierrez,XXXXX843A,1993-01-06T00:00:00Z,2013-03-11T00:00:00Z,Psychology,PL6770,"[('Justin Gutierrez', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL6770', 'MODULE')]",
NUSPF12714,Kimberly Williams,XXXXX468A,1973-12-19T00:00:00Z,2013-12-30T00:00:00Z,Yale-NUS College,YSS3202,"[('Kimberly Williams', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS3202', 'MODULE')]",
NUSPF12715,Sean Jimenez,XXXXX639A,1984-02-23T00:00:00Z,2003-08-22T00:00:00Z,Computer Science,CS4240,"[('Sean Jimenez', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS4240', 'MODULE')]",
NUSPF12716,Collin Garcia,XXXXX968A,1981-11-19T00:00:00Z,2006-05-06T00:00:00Z,Psychology,PL4401,"[('Collin Garcia', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4401', 'MODULE')]",
NUSPF12717,Mark Mcgee,XXXXX348A,1993-08-17T00:00:00Z,2013-04-01T00:00:00Z,Computer Science,CS4246,"[('Mark Mcgee', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS4246', 'MODULE')]",
NUSPF12718,Kevin Garza,XXXXX627A,1992-11-22T00:00:00Z,2011-11-24T00:00:00Z,Tembusu College,UTS2103,"[('Kevin Garza', 'STAFF')]","[('Tembusu College', 'DEPARTMENT')]","[('UTS2103', 'MODULE')]",
NUSPF12719,Gail Ramirez,XXXXX167A,1982-01-09T00:00:00Z,2004-09-25T00:00:00Z,SCALE Dean's Office,TME4102,"[('Gail Ramirez', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TME4102', 'MODULE')]",
NUSPF12720,John Marks,XXXXX785A,1972-11-20T00:00:00Z,2006-11-17T00:00:00Z,Civil and Environmental Engineering,CE3116,"[('John Marks', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE3116', 'MODULE')]",
NUSPF12721,Nathaniel Price,XXXXX596A,1978-11-06T00:00:00Z,2008-04-17T00:00:00Z,South Asian Studies,SN4660HM,"[('Nathaniel Price', 'STAFF')]","[('South Asian Studies', 'DEPARTMENT')]","[('SN4660HM', 'MODULE')]",
NUSPF12722,Donald Young,XXXXX803A,1991-12-20T00:00:00Z,2004-07-20T00:00:00Z,Mathematics,MA1312,"[('Donald Young', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA1312', 'MODULE')]",
NUSPF12723,Arthur Melton,XXXXX510A,1976-11-17T00:00:00Z,2001-11-06T00:00:00Z,Physics,UTOS2001P,"[('Arthur Melton', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('UTOS2001P', 'MODULE')]",
NUSPF12724,Jessica Malone,XXXXX929A,1978-09-01T00:00:00Z,2014-03-06T00:00:00Z,Psychology,PLC5006,"[('Jessica Malone', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PLC5006', 'MODULE')]",
NUSPF12725,Randall Harrison,XXXXX223A,1977-12-04T00:00:00Z,2007-09-18T00:00:00Z,SSH School of Public Health Dean's Office,SPH3203,"[('Randall Harrison', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH3203', 'MODULE')]",
NUSPF12726,Luis Fox,XXXXX659A,1988-05-23T00:00:00Z,2001-08-17T00:00:00Z,Electrical and Computer Engineering,EE4437,"[('Luis Fox', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE4437', 'MODULE')]",
NUSPF12727,Brandon West,XXXXX554A,1974-03-17T00:00:00Z,2008-08-22T00:00:00Z,Analytics and Operations,DOS3712,"[('Brandon West', 'STAFF')]","[('Analytics and Operations', 'DEPARTMENT')]","[('DOS3712', 'MODULE')]",
NUSPF12728,Yolanda Johnson,XXXXX957A,1986-01-13T00:00:00Z,2002-07-07T00:00:00Z,Chemical and Biomolecular Engineering,SH5109,"[('Yolanda Johnson', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('SH5109', 'MODULE')]",
NUSPF12729,Vincent Sawyer,XXXXX653A,1975-04-30T00:00:00Z,2009-05-21T00:00:00Z,Mathematics,QF5210,"[('Vincent Sawyer', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('QF5210', 'MODULE')]",
NUSPF12730,Timothy Hodge,XXXXX709A,1987-04-04T00:00:00Z,2005-11-21T00:00:00Z,FoL Dean's Office,LC5337,"[('Timothy Hodge', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC5337', 'MODULE')]",
NUSPF12731,Alexandria Lee,XXXXX379A,1976-12-29T00:00:00Z,2011-03-31T00:00:00Z,YSTCM Dean's Office,MUA3177,"[('Alexandria Lee', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA3177', 'MODULE')]",
NUSPF12732,Sarah Moore,XXXXX335A,1972-01-14T00:00:00Z,2010-05-17T00:00:00Z,Sociology and Anthropology,AN4210,"[('Sarah Moore', 'STAFF')]","[('Sociology and Anthropology', 'DEPARTMENT')]","[('AN4210', 'MODULE')]",
NUSPF12733,David Christensen,XXXXX575A,1984-11-08T00:00:00Z,2002-03-28T00:00:00Z,Physics,PC3411,"[('David Christensen', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC3411', 'MODULE')]",
NUSPF12734,David Chambers,XXXXX168A,1976-03-13T00:00:00Z,2006-09-08T00:00:00Z,YSTCM Dean's Office,MUA3162,"[('David Chambers', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA3162', 'MODULE')]",
NUSPF12735,Robert Madden,XXXXX130A,1987-11-19T00:00:00Z,2008-11-16T00:00:00Z,Duke-NUS Dean's Office,GMS6800,"[('Robert Madden', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS6800', 'MODULE')]",
NUSPF12736,Jennifer Potter,XXXXX757A,1986-04-25T00:00:00Z,2007-07-28T00:00:00Z,NUS Medicine Dean's Office,MDG5237,"[('Jennifer Potter', 'STAFF')]","[(""NUS Medicine Dean's Office"", 'DEPARTMENT')]","[('MDG5237', 'MODULE')]",
NUSPF12737,Erika Andrade,XXXXX308A,1976-01-24T00:00:00Z,1999-12-08T00:00:00Z,Chemistry,CM5241,"[('Erika Andrade', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM5241', 'MODULE')]",
NUSPF12738,Stephen Thompson,XXXXX789A,1971-07-21T00:00:00Z,2001-09-29T00:00:00Z,SCALE Dean's Office,TBA3241,"[('Stephen Thompson', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TBA3241', 'MODULE')]",
NUSPF12739,James Martinez,XXXXX861A,1978-12-16T00:00:00Z,2000-05-22T00:00:00Z,FoL Dean's Office,LL6276V,"[('James Martinez', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL6276V', 'MODULE')]",
NUSPF12740,Michael Edwards,XXXXX538A,1976-04-25T00:00:00Z,2002-07-31T00:00:00Z,SSH School of Public Health Dean's Office,SPH6002,"[('Michael Edwards', 'STAFF')]","[(""SSH School of Public Health Dean's Office"", 'DEPARTMENT')]","[('SPH6002', 'MODULE')]",
NUSPF12741,Paul Dawson PhD,XXXXX794A,1979-07-18T00:00:00Z,2012-08-09T00:00:00Z,Logistics Inst - Asia Pac,LI5101,"[('Paul Dawson PhD', 'STAFF')]","[('Logistics Inst - Asia Pac', 'DEPARTMENT')]","[('LI5101', 'MODULE')]",
NUSPF12742,Cindy Walker,XXXXX893A,1993-11-27T00:00:00Z,2004-08-21T00:00:00Z,Industrial Design,ID4109,"[('Cindy Walker', 'STAFF')]","[('Industrial Design', 'DEPARTMENT')]","[('ID4109', 'MODULE')]",
NUSPF12743,Angela Woodard,XXXXX897A,1992-12-25T00:00:00Z,2004-08-27T00:00:00Z,Biomedical Engineering,BN5001,"[('Angela Woodard', 'STAFF')]","[('Biomedical Engineering', 'DEPARTMENT')]","[('BN5001', 'MODULE')]",
NUSPF12744,Amanda Hood,XXXXX972A,1980-09-07T00:00:00Z,2009-03-08T00:00:00Z,English,GEC1018,"[('Amanda Hood', 'STAFF')]","[('English', 'DEPARTMENT')]","[('GEC1018', 'MODULE')]",
NUSPF12745,Michael Robinson,XXXXX451A,1993-12-26T00:00:00Z,2010-01-12T00:00:00Z,BIZ Dean's Office,BI3003B,"[('Michael Robinson', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BI3003B', 'MODULE')]",
NUSPF12746,Ashley Mason,XXXXX235A,1970-03-30T00:00:00Z,2006-09-02T00:00:00Z,Political Science,PS2257,"[('Ashley Mason', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS2257', 'MODULE')]",
NUSPF12747,Dennis Martinez,XXXXX344A,1991-08-04T00:00:00Z,2011-01-23T00:00:00Z,Mechanobiology Institute (MBI),MB5103,"[('Dennis Martinez', 'STAFF')]","[('Mechanobiology Institute (MBI)', 'DEPARTMENT')]","[('MB5103', 'MODULE')]",
NUSPF12748,Kyle Davis,XXXXX336A,1987-06-19T00:00:00Z,2003-10-25T00:00:00Z,FoL Dean's Office,LC1002B,"[('Kyle Davis', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC1002B', 'MODULE')]",
NUSPF12749,Brad Wilson,XXXXX655A,1982-06-29T00:00:00Z,2000-03-29T00:00:00Z,Civil and Environmental Engineering,CE5104B,"[('Brad Wilson', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE5104B', 'MODULE')]",
NUSPF12750,Erica Perez,XXXXX339A,1973-12-06T00:00:00Z,2011-09-30T00:00:00Z,English,EN2203,"[('Erica Perez', 'STAFF')]","[('English', 'DEPARTMENT')]","[('EN2203', 'MODULE')]",
NUSPF12751,Elizabeth Nguyen,XXXXX241A,1971-10-30T00:00:00Z,2010-04-06T00:00:00Z,Analytics and Operations,DOS4811,"[('Elizabeth Nguyen', 'STAFF')]","[('Analytics and Operations', 'DEPARTMENT')]","[('DOS4811', 'MODULE')]",
NUSPF12752,Andrew Gonzales,XXXXX796A,1971-07-13T00:00:00Z,2012-02-01T00:00:00Z,YSTCM Dean's Office,MUA4178,"[('Andrew Gonzales', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA4178', 'MODULE')]",
NUSPF12753,Joe Reed,XXXXX269A,1984-08-26T00:00:00Z,2000-09-30T00:00:00Z,Yale-NUS College,YSC2229,"[('Joe Reed', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSC2229', 'MODULE')]",
NUSPF12754,Douglas Johnson,XXXXX760A,1980-05-24T00:00:00Z,2005-12-22T00:00:00Z,Psychology,PL4236,"[('Douglas Johnson', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4236', 'MODULE')]",
NUSPF12755,Ana Craig,XXXXX397A,1988-02-02T00:00:00Z,2013-06-27T00:00:00Z,Mathematics,QF5206,"[('Ana Craig', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('QF5206', 'MODULE')]",
NUSPF12756,Jessica Smith,XXXXX487A,1972-11-16T00:00:00Z,2005-06-10T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5613,"[('Jessica Smith', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR5613', 'MODULE')]",
NUSPF12757,Brian Perez,XXXXX757A,1990-06-16T00:00:00Z,2003-04-06T00:00:00Z,Yale-NUS College,YSC4209,"[('Brian Perez', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSC4209', 'MODULE')]",
NUSPF12758,Jenny Adams,XXXXX417A,1972-02-17T00:00:00Z,2012-05-10T00:00:00Z,Built Environment,BPS5224,"[('Jenny Adams', 'STAFF')]","[('Built Environment', 'DEPARTMENT')]","[('BPS5224', 'MODULE')]",
NUSPF12759,Tammy Hudson,XXXXX946A,1994-07-17T00:00:00Z,2007-11-15T00:00:00Z,NUS-ISS,SA4111,"[('Tammy Hudson', 'STAFF')]","[('NUS-ISS', 'DEPARTMENT')]","[('SA4111', 'MODULE')]",
NUSPF12760,John Daniels,XXXXX514A,1978-10-14T00:00:00Z,2013-06-07T00:00:00Z,FoL Dean's Office,LCJ5001,"[('John Daniels', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LCJ5001', 'MODULE')]",
NUSPF12761,Christopher Day,XXXXX859A,1987-10-28T00:00:00Z,2003-05-13T00:00:00Z,Chinese Studies,CH3293,"[('Christopher Day', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('CH3293', 'MODULE')]",
NUSPF12762,Pamela Gould,XXXXX745A,1989-06-30T00:00:00Z,2004-04-17T00:00:00Z,Mathematics,MA3205,"[('Pamela Gould', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA3205', 'MODULE')]",
NUSPF12763,Marie Berg,XXXXX499A,1991-01-13T00:00:00Z,2002-12-03T00:00:00Z,NUS College Dean's Office,NHS4001B,"[('Marie Berg', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NHS4001B', 'MODULE')]",
NUSPF12764,Devin Colon,XXXXX223A,1986-05-07T00:00:00Z,2005-02-18T00:00:00Z,Chemistry,CM4225,"[('Devin Colon', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM4225', 'MODULE')]",
NUSPF12765,Cynthia Carter,XXXXX811A,1988-02-27T00:00:00Z,2013-12-23T00:00:00Z,Chinese Studies,INT3202,"[('Cynthia Carter', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('INT3202', 'MODULE')]",
NUSPF12766,Jon Brown,XXXXX816A,1977-04-14T00:00:00Z,2003-08-23T00:00:00Z,Information Systems and Analytics,IS3106,"[('Jon Brown', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('IS3106', 'MODULE')]",
NUSPF12767,Suzanne Mclean,XXXXX894A,1990-06-11T00:00:00Z,1999-08-25T00:00:00Z,Centre for Language Studies,LAV4202HM,"[('Suzanne Mclean', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAV4202HM', 'MODULE')]",
NUSPF12768,Amy Graves,XXXXX750A,1990-06-08T00:00:00Z,2001-08-18T00:00:00Z,Chemical and Biomolecular Engineering,CN6020,"[('Amy Graves', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('CN6020', 'MODULE')]",
NUSPF12769,Michael Rodriguez,XXXXX123A,1970-12-23T00:00:00Z,2002-10-07T00:00:00Z,SCALE Dean's Office,TME3122,"[('Michael Rodriguez', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TME3122', 'MODULE')]",
NUSPF12770,Patrick Williams,XXXXX637A,1970-11-26T00:00:00Z,2007-07-12T00:00:00Z,BIZ Dean's Office,BWS3804,"[('Patrick Williams', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BWS3804', 'MODULE')]",
NUSPF12771,Brandon Christian,XXXXX581A,1972-12-06T00:00:00Z,2004-05-20T00:00:00Z,Real Estate,RE3701,"[('Brandon Christian', 'STAFF')]","[('Real Estate', 'DEPARTMENT')]","[('RE3701', 'MODULE')]",
NUSPF12772,Melissa Burke,XXXXX488A,1979-01-20T00:00:00Z,2000-12-30T00:00:00Z,Mathematics,MA5401,"[('Melissa Burke', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('MA5401', 'MODULE')]",
NUSPF12773,Jonathan Goodman,XXXXX700A,1992-08-17T00:00:00Z,2002-11-26T00:00:00Z,FoL Dean's Office,LL4094BV,"[('Jonathan Goodman', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL4094BV', 'MODULE')]",
NUSPF12774,Denise Pham,XXXXX444A,1979-07-09T00:00:00Z,2010-03-27T00:00:00Z,Malay Studies,MS2211,"[('Denise Pham', 'STAFF')]","[('Malay Studies', 'DEPARTMENT')]","[('MS2211', 'MODULE')]",
NUSPF12775,Gerald Robles,XXXXX191A,1987-11-27T00:00:00Z,2003-07-21T00:00:00Z,NUS-ISS,DL5201,"[('Gerald Robles', 'STAFF')]","[('NUS-ISS', 'DEPARTMENT')]","[('DL5201', 'MODULE')]",
NUSPF12776,Lindsey Ramsey,XXXXX441A,1990-03-05T00:00:00Z,2013-07-13T00:00:00Z,FoL Dean's Office,LLJ5099,"[('Lindsey Ramsey', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LLJ5099', 'MODULE')]",
NUSPF12777,Michael Mullins,XXXXX624A,1978-04-23T00:00:00Z,2001-11-02T00:00:00Z,Mechanical Engineering,ME4262,"[('Michael Mullins', 'STAFF')]","[('Mechanical Engineering', 'DEPARTMENT')]","[('ME4262', 'MODULE')]",
NUSPF12778,Ryan Clark MD,XXXXX157A,1978-10-19T00:00:00Z,2004-09-12T00:00:00Z,FoL Dean's Office,LL6402,"[('Ryan Clark MD', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL6402', 'MODULE')]",
NUSPF12779,Tami Andrade,XXXXX341A,1987-11-04T00:00:00Z,2006-12-02T00:00:00Z,Malay Studies,MS2210,"[('Tami Andrade', 'STAFF')]","[('Malay Studies', 'DEPARTMENT')]","[('MS2210', 'MODULE')]",
NUSPF12780,Jesse Young,XXXXX222A,1992-07-31T00:00:00Z,2008-07-14T00:00:00Z,BIZ Dean's Office,BMA5271,"[('Jesse Young', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5271', 'MODULE')]",
NUSPF12781,Robert Clark,XXXXX275A,1992-04-18T00:00:00Z,2014-04-07T00:00:00Z,YSTCM Dean's Office,MUA5115,"[('Robert Clark', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA5115', 'MODULE')]",
NUSPF12782,Ricky Hull,XXXXX831A,1978-07-26T00:00:00Z,2006-11-06T00:00:00Z,Economics,EC5102R,"[('Ricky Hull', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC5102R', 'MODULE')]",
NUSPF12783,Jeffrey Moreno,XXXXX206A,1981-05-23T00:00:00Z,2006-06-24T00:00:00Z,Yale-NUS College,YHU3397,"[('Jeffrey Moreno', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YHU3397', 'MODULE')]",
NUSPF12784,Andrew Miller,XXXXX617A,1985-10-29T00:00:00Z,2010-07-04T00:00:00Z,FoL Dean's Office,LL5109V,"[('Andrew Miller', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5109V', 'MODULE')]",
NUSPF12785,Rebecca Dillon,XXXXX196A,1974-12-02T00:00:00Z,2000-05-28T00:00:00Z,BIZ Dean's Office,DMB1203MNO,"[('Rebecca Dillon', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('DMB1203MNO', 'MODULE')]",
NUSPF12786,Ryan Collins,XXXXX773A,1975-01-28T00:00:00Z,2006-02-21T00:00:00Z,Real Estate,RE6005,"[('Ryan Collins', 'STAFF')]","[('Real Estate', 'DEPARTMENT')]","[('RE6005', 'MODULE')]",
NUSPF12787,Justin Perez,XXXXX136A,1980-01-06T00:00:00Z,1999-10-21T00:00:00Z,Chemistry,CM3288R,"[('Justin Perez', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM3288R', 'MODULE')]",
NUSPF12788,Tyler Howell,XXXXX564A,1973-05-18T00:00:00Z,2007-07-18T00:00:00Z,Computer Science,CS2040,"[('Tyler Howell', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS2040', 'MODULE')]",
NUSPF12789,Ian Wilson,XXXXX232A,1993-07-30T00:00:00Z,2008-04-23T00:00:00Z,FoL Dean's Office,LL5525,"[('Ian Wilson', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5525', 'MODULE')]",
NUSPF12790,Cameron Hernandez,XXXXX487A,1988-11-05T00:00:00Z,2009-06-14T00:00:00Z,YSTCM Dean's Office,MUA2256A,"[('Cameron Hernandez', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA2256A', 'MODULE')]",
NUSPF12791,Jacqueline Hernandez,XXXXX443A,1981-03-07T00:00:00Z,2005-05-16T00:00:00Z,FoL Dean's Office,LLJ5032,"[('Jacqueline Hernandez', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LLJ5032', 'MODULE')]",
NUSPF12792,Christopher Miller,XXXXX431A,1987-08-07T00:00:00Z,2004-09-10T00:00:00Z,Yale-NUS College,YSS4224,"[('Christopher Miller', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YSS4224', 'MODULE')]",
NUSPF12793,Monica Williams,XXXXX187A,1992-07-13T00:00:00Z,2003-03-31T00:00:00Z,YSTCM Dean's Office,MUA4196,"[('Monica Williams', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA4196', 'MODULE')]",
NUSPF12794,Cynthia White,XXXXX274A,1980-01-14T00:00:00Z,2012-03-14T00:00:00Z,Physics,PC5209,"[('Cynthia White', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC5209', 'MODULE')]",
NUSPF12795,Crystal Leon,XXXXX619A,1986-11-19T00:00:00Z,2007-03-21T00:00:00Z,Marketing,MKT4761F,"[('Crystal Leon', 'STAFF')]","[('Marketing', 'DEPARTMENT')]","[('MKT4761F', 'MODULE')]",
NUSPF12796,Alexandra Brown,XXXXX514A,1975-08-04T00:00:00Z,2004-05-31T00:00:00Z,Centre for Language Studies,LAK3202,"[('Alexandra Brown', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAK3202', 'MODULE')]",
NUSPF12797,Tyler Frost,XXXXX292A,1978-02-04T00:00:00Z,2010-07-01T00:00:00Z,BIZ Dean's Office,BMC5037,"[('Tyler Frost', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMC5037', 'MODULE')]",
NUSPF12798,Maria Wallace,XXXXX542A,1981-04-16T00:00:00Z,1999-07-20T00:00:00Z,CDE Dean's Office,CDE2502,"[('Maria Wallace', 'STAFF')]","[(""CDE Dean's Office"", 'DEPARTMENT')]","[('CDE2502', 'MODULE')]",
NUSPF12799,Chad Williams,XXXXX553A,1986-06-07T00:00:00Z,2001-08-08T00:00:00Z,SCALE Dean's Office,TSC3223,"[('Chad Williams', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TSC3223', 'MODULE')]",
NUSPF12800,Stephanie Klein,XXXXX201A,1993-02-13T00:00:00Z,2007-02-06T00:00:00Z,Information Systems and Analytics,IS6003,"[('Stephanie Klein', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('IS6003', 'MODULE')]",
NUSPF12801,Danielle Potter,XXXXX330A,1982-06-15T00:00:00Z,2006-09-04T00:00:00Z,Psychology,UTOA2001PL,"[('Danielle Potter', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('UTOA2001PL', 'MODULE')]",
NUSPF12802,Valerie Everett MD,XXXXX501A,1988-04-30T00:00:00Z,2009-02-07T00:00:00Z,FoL Dean's Office,LLD5034V,"[('Valerie Everett MD', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LLD5034V', 'MODULE')]",
NUSPF12803,Jessica Morgan,XXXXX847A,1982-07-09T00:00:00Z,2012-01-14T00:00:00Z,FoL Dean's Office,LC1003,"[('Jessica Morgan', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC1003', 'MODULE')]",
NUSPF12804,Deborah Schmitt,XXXXX929A,1979-10-05T00:00:00Z,2001-09-18T00:00:00Z,Chemical and Biomolecular Engineering,CN5162,"[('Deborah Schmitt', 'STAFF')]","[('Chemical and Biomolecular Engineering', 'DEPARTMENT')]","[('CN5162', 'MODULE')]",
NUSPF12805,Benjamin Lopez,XXXXX433A,1987-03-27T00:00:00Z,2006-09-17T00:00:00Z,Industrial Design,ID5356,"[('Benjamin Lopez', 'STAFF')]","[('Industrial Design', 'DEPARTMENT')]","[('ID5356', 'MODULE')]",
NUSPF12806,Michael Weaver,XXXXX903A,1981-10-23T00:00:00Z,2004-12-24T00:00:00Z,YSTCM Dean's Office,MUA3161,"[('Michael Weaver', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA3161', 'MODULE')]",
NUSPF12807,Adrian Jones,XXXXX188A,1972-04-26T00:00:00Z,2006-09-16T00:00:00Z,NUS Enterprise Academy,ETP4212,"[('Adrian Jones', 'STAFF')]","[('NUS Enterprise Academy', 'DEPARTMENT')]","[('ETP4212', 'MODULE')]",
NUSPF12808,Barry Colon,XXXXX889A,1972-02-01T00:00:00Z,2000-06-27T00:00:00Z,Mechanical Engineering,ME5517,"[('Barry Colon', 'STAFF')]","[('Mechanical Engineering', 'DEPARTMENT')]","[('ME5517', 'MODULE')]",
NUSPF12809,Bobby Lopez,XXXXX796A,1981-11-24T00:00:00Z,2000-10-28T00:00:00Z,SCALE Dean's Office,GEX1009T,"[('Bobby Lopez', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('GEX1009T', 'MODULE')]",
NUSPF12810,Joseph Rojas,XXXXX843A,1976-04-22T00:00:00Z,2001-11-26T00:00:00Z,Chua Thian Poh Comm Leader Center,CLC3307,"[('Joseph Rojas', 'STAFF')]","[('Chua Thian Poh Comm Leader Center', 'DEPARTMENT')]","[('CLC3307', 'MODULE')]",
NUSPF12811,Benjamin Fletcher,XXXXX354A,1993-08-25T00:00:00Z,2005-03-26T00:00:00Z,Civil and Environmental Engineering,ESE5001,"[('Benjamin Fletcher', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('ESE5001', 'MODULE')]",
