Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second Major,Modules_Completed,Grades
Anthony Sellers,A0273277Z,XXXXX641Z,4,Science,Chemistry,Civil Engineering,"['ENV1101', 'SP1230', 'PC2411', 'ST3288R', 'UTOS2201C', 'UTOS2002B', 'ENV3289', 'DSA3310', 'LSM2313', 'PC3289', 'PC4199R', 'ST3312', 'ENV2289', 'HS2904', 'CM3288', 'GET1020', 'UTOS2001P', 'LSM1303', 'LSM3288', 'HS2906', 'CM3289R', 'FST3288', 'GES1021', 'DSA4312', 'FST3181', 'CM2312', 'QF4199', 'UTOS2001R', 'SP2201', 'CM3313', 'ENV3288R', 'XFS4199M']","{'ENV1101': 'C', 'SP1230': 'A', 'PC2411': 'F', 'ST3288R': 'B', 'UTOS2201C': 'B', 'UTOS2002B': 'A-', 'ENV3289': 'C', 'DSA3310': 'B+', 'LSM2313': 'A', 'PC3289': 'C', 'PC4199R': 'C+', 'ST3312': 'A+', 'ENV2289': 'B+', 'HS2904': 'C', 'CM3288': 'A', 'GET1020': 'A+', 'UTOS2001P': 'A-', 'LSM1303': 'A+', 'LSM3288': 'F', 'HS2906': 'C', 'CM3289R': 'B', 'FST3288': 'B+', 'GES1021': 'A', 'DSA4312': 'F', 'FST3181': 'D', 'CM2312': 'B', 'QF4199': 'C', 'UTOS2001R': 'D', 'SP2201': 'B-', 'CM3313': 'D', 'ENV3288R': 'B+', 'XFS4199M': 'C+'}"
Richard Stanton,A0256301R,XXXXX938Z,3,Yong Loo Lin Sch of Medicine,Nursing,,"['MD3140T', 'NUR3501', 'MD3140E', 'MIC2000A', 'NUR3202C', 'NUR2501', 'NUR3116C', 'MD1902', 'NUR1202C', 'NUR3105C', 'NUR3500', 'NUR3504', 'MIH1102', 'NUR1107B', 'NUR3116B', 'NUR2502', 'MIH3201', 'NUR2204C', 'NUR3120', 'NUR3507', 'NUR2441A', 'NUR3205D', 'MIH2201', 'NUR1113A']","{'MD3140T': 'A', 'NUR3501': 'F', 'MD3140E': 'F', 'MIC2000A': 'A', 'NUR3202C': 'A+', 'NUR2501': 'B+', 'NUR3116C': 'F', 'MD1902': 'A+', 'NUR1202C': 'A-', 'NUR3105C': 'A+', 'NUR3500': 'A', 'NUR3504': 'B+', 'MIH1102': 'C', 'NUR1107B': 'B', 'NUR3116B': 'D', 'NUR2502': 'F', 'MIH3201': 'A-', 'NUR2204C': 'D', 'NUR3120': 'B', 'NUR3507': 'A', 'NUR2441A': 'B+', 'NUR3205D': 'F', 'MIH2201': 'C+', 'NUR1113A': 'A-'}"
Amanda Jackson,A0215273I,XXXXX864Z,3,YST Conservatory of Music,Music,,"['MUA1115', 'MUA3255', 'MUT1101', 'MUA2255B', 'MUA2204', 'MUA1223', 'GET1047', 'MUA3205', 'MUT3113', 'MUA1159', 'MUA1188', 'MUA2256B', 'MUA2255A', 'GET1019', 'MUH1101', 'MUA3230', 'MUA3153', 'MUA1190', 'MUA2256A', 'MUL1105', 'MUA2109', 'MUA2241', 'CFA1101A', 'MUA2153']","{'MUA1115': 'C+', 'MUA3255': 'B+', 'MUT1101': 'B', 'MUA2255B': 'B-', 'MUA2204': 'C', 'MUA1223': 'B', 'GET1047': 'A-', 'MUA3205': 'C+', 'MUT3113': 'A+', 'MUA1159': 'A-', 'MUA1188': 'B+', 'MUA2256B': 'B', 'MUA2255A': 'A', 'GET1019': 'A-', 'MUH1101': 'A', 'MUA3230': 'F', 'MUA3153': 'A', 'MUA1190': 'F', 'MUA2256A': 'B-', 'MUL1105': 'A+', 'MUA2109': 'D', 'MUA2241': 'D', 'CFA1101A': 'C+', 'MUA2153': 'A+'}"
Diana Adkins,A0282595R,XXXXX547Z,3,Yong Loo Lin Sch of Medicine,Nursing,,"['NUR3504', 'NUR2500', 'NUR2503', 'MD1902', 'NUR3119', 'MD1903', 'NUR3502', 'NUR2502', 'NUR2125', 'ALS1010', 'GET1022', 'NUR1114A', 'MD3140T', 'NUR3105B', 'NUR3120', 'MIH2202', 'NUR3506', 'NUR3205D', 'NUR2106B', 'NUR3503', 'MIH2201', 'GEC1011', 'MIC2000A', 'NUR3106B']","{'NUR3504': 'B-', 'NUR2500': 'B', 'NUR2503': 'A+', 'MD1902': 'C', 'NUR3119': 'F', 'MD1903': 'D', 'NUR3502': 'B+', 'NUR2502': 'F', 'NUR2125': 'F', 'ALS1010': 'A', 'GET1022': 'F', 'NUR1114A': 'C', 'MD3140T': 'A-', 'NUR3105B': 'F', 'NUR3120': 'C', 'MIH2202': 'B+', 'NUR3506': 'D', 'NUR3205D': 'D', 'NUR2106B': 'C+', 'NUR3503': 'C+', 'MIH2201': 'A+', 'GEC1011': 'F', 'MIC2000A': 'B', 'NUR3106B': 'B+'}"
Bobby Shaw,A0268384K,XXXXX414Z,2,Science,"Philosophy, Politics &Economics",,"['HS2916', 'GES1021', 'DMS1401CM', 'MA1301', 'UTOS2201R', 'MA1100', 'CM1417', 'SP2271', 'QF1100', 'MA1521', 'MA1522', 'DSE1101', 'GET1020', 'HS2904', 'LSM2312', 'MA2101S']","{'HS2916': 'B+', 'GES1021': 'B+', 'DMS1401CM': 'B-', 'MA1301': 'F', 'UTOS2201R': 'C+', 'MA1100': 'F', 'CM1417': 'D', 'SP2271': 'B-', 'QF1100': 'C', 'MA1521': 'F', 'MA1522': 'B+', 'DSE1101': 'B-', 'GET1020': 'A+', 'HS2904': 'C', 'LSM2312': 'A', 'MA2101S': 'D'}"
Matthew Best,A0241509L,XXXXX860Z,1,YST Conservatory of Music,Music,,"['CFA1101B', 'MUA1170', 'MUA1115', 'MUA1159', 'MUA1192', 'MUA1172', 'GEX1027', 'MUA1154']","{'CFA1101B': 'A', 'MUA1170': 'A', 'MUA1115': 'A', 'MUA1159': 'F', 'MUA1192': 'B-', 'MUA1172': 'B-', 'GEX1027': 'B-', 'MUA1154': 'D'}"
Jared Ayala,A0270372I,XXXXX948Z,4,YST Conservatory of Music,Music,,"['MUA2255', 'MUA2172', 'MUA3188', 'MUA2203', 'MUA3228', 'MUH1101', 'MUA2230', 'GES1020', 'MUA1153', 'MUT3216', 'MUA3133', 'MUA1223', 'MUA3260', 'MUL1105', 'MUA2154', 'MUH2204', 'MUA3181', 'CFA1101B', 'MUA2177', 'MUA3169', 'MUA2153', 'MUA1115', 'MUA2205', 'MUA4181', 'MUA1192', 'MUT1101', 'GET1040', 'MUA3178', 'MUT4201', 'MUA4178', 'MUA2255B', 'GET1019']","{'MUA2255': 'D', 'MUA2172': 'B', 'MUA3188': 'B', 'MUA2203': 'C', 'MUA3228': 'A', 'MUH1101': 'B-', 'MUA2230': 'D', 'GES1020': 'B+', 'MUA1153': 'B+', 'MUT3216': 'C', 'MUA3133': 'F', 'MUA1223': 'A+', 'MUA3260': 'C', 'MUL1105': 'C', 'MUA2154': 'A-', 'MUH2204': 'A-', 'MUA3181': 'A', 'CFA1101B': 'B', 'MUA2177': 'B-', 'MUA3169': 'D', 'MUA2153': 'B-', 'MUA1115': 'B-', 'MUA2205': 'D', 'MUA4181': 'A-', 'MUA1192': 'B+', 'MUT1101': 'C+', 'GET1040': 'D', 'MUA3178': 'A', 'MUT4201': 'A', 'MUA4178': 'F', 'MUA2255B': 'B-', 'GET1019': 'A+'}"
Tammy Salazar,A0264148J,XXXXX232Z,2,Computing,Business Analytics,,"['CS1010', 'DMC1401IS', 'CS2100', 'CS1231R', 'CS2030S', 'CS2105', 'IT2002', 'CS2103R', 'IS2102', 'CS1010R', 'IS2238', 'IS1128', 'BT1101', 'IS2218', 'GEI1000', 'CS2106']","{'CS1010': 'A', 'DMC1401IS': 'B+', 'CS2100': 'C+', 'CS1231R': 'B-', 'CS2030S': 'B-', 'CS2105': 'A', 'IT2002': 'B-', 'CS2103R': 'A', 'IS2102': 'F', 'CS1010R': 'C+', 'IS2238': 'A', 'IS1128': 'F', 'BT1101': 'D', 'IS2218': 'A', 'GEI1000': 'D', 'CS2106': 'A-'}"
Andrew Bautista,A0252179U,XXXXX416Z,1,College of Design and Engineering,Civil Engineering,,"['PF1108', 'EE1111B', 'GESS1011', 'GES1019', 'LAD1004', 'DTK1234', 'ID1117', 'GESS1014']","{'PF1108': 'A', 'EE1111B': 'C', 'GESS1011': 'B-', 'GES1019': 'B', 'LAD1004': 'A-', 'DTK1234': 'D', 'ID1117': 'C', 'GESS1014': 'C'}"
Karen Reed,A0220043H,XXXXX758Z,1,Science,Data Science and Analytics,,"['LSM1301', 'GEX1007', 'LSM1111', 'PR1154', 'HS1502', 'GEH1050', 'DMS1401SP', 'LSM1303']","{'LSM1301': 'F', 'GEX1007': 'F', 'LSM1111': 'A+', 'PR1154': 'A', 'HS1502': 'A+', 'GEH1050': 'A-', 'DMS1401SP': 'A+', 'LSM1303': 'A-'}"
Taylor Hobbs,A0299238D,XXXXX148Z,3,Computing,Business Analytics,,"['CS1231R', 'IT1244', 'CS2103R', 'DMC1401', 'IT2900', 'IS2218', 'CS1010', 'CS2100', 'CS2040S', 'CP2106', 'CS2103', 'CS3217', 'CP3201', 'CS2106', 'CS3243', 'IS1108', 'DMC1401CS', 'IS3240', 'CS3235', 'CP3208', 'IT2002', 'CP2107', 'CS3216', 'CS3245']","{'CS1231R': 'B+', 'IT1244': 'B-', 'CS2103R': 'F', 'DMC1401': 'A', 'IT2900': 'F', 'IS2218': 'D', 'CS1010': 'B+', 'CS2100': 'A-', 'CS2040S': 'B-', 'CP2106': 'A-', 'CS2103': 'B-', 'CS3217': 'A+', 'CP3201': 'A', 'CS2106': 'A+', 'CS3243': 'A', 'IS1108': 'A+', 'DMC1401CS': 'B-', 'IS3240': 'B-', 'CS3235': 'D', 'CP3208': 'A', 'IT2002': 'A+', 'CP2107': 'A', 'CS3216': 'A-', 'CS3245': 'A'}"
Brian Ho,A0243624L,XXXXX782Z,3,College of Design and Engineering,Civil Engineering,,"['ID2119', 'EE3431C', 'EE2111A', 'CE3202', 'PF3209', 'CDE2502', 'ID3109', 'DTK1234', 'CDE2311', 'AR1101A', 'ME3252', 'BN1111', 'ID2122', 'ESE2102', 'IE2141', 'ESE3201', 'CDE2000', 'ID2117', 'AR3412', 'ME2104', 'ME2162', 'IE2110', 'IE3102', 'IPM3101']","{'ID2119': 'A+', 'EE3431C': 'B-', 'EE2111A': 'D', 'CE3202': 'A-', 'PF3209': 'D', 'CDE2502': 'F', 'ID3109': 'F', 'DTK1234': 'D', 'CDE2311': 'B-', 'AR1101A': 'B', 'ME3252': 'C+', 'BN1111': 'D', 'ID2122': 'A-', 'ESE2102': 'C+', 'IE2141': 'A', 'ESE3201': 'B-', 'CDE2000': 'C+', 'ID2117': 'C', 'AR3412': 'A+', 'ME2104': 'A+', 'ME2162': 'F', 'IE2110': 'C', 'IE3102': 'B-', 'IPM3101': 'D'}"
Cassandra Nolan,A0298607I,XXXXX296Z,3,Arts and Social Science,Social Work,,"['GESS1007', 'LAC2202', 'HY2262', 'CL2103', 'GESS1013', 'SW3217', 'ASP1201EN', 'HY3256', 'EN1101E', 'LAL1201', 'CH1101E', 'SE3224', 'GEC1041', 'GESS1024', 'GEX1005', 'CL3550', 'GES1034', 'SN2271', 'GE3204', 'GESS1002', 'PS3273', 'JS2213', 'PH3551', 'GEH1070']","{'GESS1007': 'A+', 'LAC2202': 'A-', 'HY2262': 'A+', 'CL2103': 'A-', 'GESS1013': 'B-', 'SW3217': 'A-', 'ASP1201EN': 'A', 'HY3256': 'C', 'EN1101E': 'B+', 'LAL1201': 'D', 'CH1101E': 'C', 'SE3224': 'A+', 'GEC1041': 'D', 'GESS1024': 'B', 'GEX1005': 'B-', 'CL3550': 'B+', 'GES1034': 'A', 'SN2271': 'C+', 'GE3204': 'D', 'GESS1002': 'B-', 'PS3273': 'B', 'JS2213': 'C', 'PH3551': 'C', 'GEH1070': 'D'}"
Katie Peters,A0229560I,XXXXX922Z,2,YST Conservatory of Music,Music,,"['MUH1101', 'GET1047', 'GESS1015', 'MUA2255B', 'MUA2230', 'MUA1240', 'MUA1172', 'GET1040', 'MUA2255A', 'MUH2201', 'CFA1111B', 'MUA1159', 'GEX1022', 'MUT1101', 'MUA1107', 'MUL2109']","{'MUH1101': 'C+', 'GET1047': 'B', 'GESS1015': 'C', 'MUA2255B': 'A+', 'MUA2230': 'A', 'MUA1240': 'A-', 'MUA1172': 'C+', 'GET1040': 'A', 'MUA2255A': 'B', 'MUH2201': 'B+', 'CFA1111B': 'B', 'MUA1159': 'B-', 'GEX1022': 'B-', 'MUT1101': 'B+', 'MUA1107': 'A-', 'MUL2109': 'F'}"
Kyle Johnson,A0278243A,XXXXX990Z,1,Computing,Information Systems,,"['DMC1401', 'IS1128', 'CS1010E', 'CS1010R', 'IT1244', 'CS1231R', 'IS1108', 'GEI1000']","{'DMC1401': 'D', 'IS1128': 'B', 'CS1010E': 'B', 'CS1010R': 'B+', 'IT1244': 'B+', 'CS1231R': 'B+', 'IS1108': 'C+', 'GEI1000': 'D'}"
Brittney Lowery MD,A0210154H,XXXXX863Z,2,NUS Business School,Business Administration,,"['MNO1706A', 'MNO1706E', 'DMB1203DO', 'RE2705', 'DMB1203ACC', 'DAO2703', 'DMB1201FIN', 'DMB1204FIN', 'DMB1201MKT', 'BSP1702', 'MNO1706X', 'DMB1204ACC', 'DMB1204MNO', 'DAO1704', 'DMB1202ACC', 'DMB1204DAO']","{'MNO1706A': 'D', 'MNO1706E': 'A+', 'DMB1203DO': 'B', 'RE2705': 'A+', 'DMB1203ACC': 'B+', 'DAO2703': 'A', 'DMB1201FIN': 'D', 'DMB1204FIN': 'C', 'DMB1201MKT': 'C+', 'BSP1702': 'C+', 'MNO1706X': 'C+', 'DMB1204ACC': 'D', 'DMB1204MNO': 'B+', 'DAO1704': 'B+', 'DMB1202ACC': 'C', 'DMB1204DAO': 'B+'}"
Robert Daniels,A0228108N,XXXXX886Z,4,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR3504', 'MIH2201', 'NUR4104B', 'NUR2441A', 'NUR2501', 'NUR3106B', 'NUR3205D', 'NUR3500', 'HS2924', 'NUR1114A', 'MD3140E', 'NUR3502', 'NUR2502', 'NUR3105C', 'MIH3201', 'NUR2107B', 'NUR3204C', 'MD1903', 'NUR2500', 'MD3140T', 'NUR1125', 'NUR3503', 'NUR1202C', 'NUR2125', 'MIH1102', 'NUR3506', 'NUR1123', 'NUR1113A', 'NUR3202C', 'NUR2124', 'NUR2113', 'NUR3116B']","{'NUR3504': 'B+', 'MIH2201': 'C+', 'NUR4104B': 'C+', 'NUR2441A': 'A-', 'NUR2501': 'D', 'NUR3106B': 'A-', 'NUR3205D': 'C+', 'NUR3500': 'F', 'HS2924': 'D', 'NUR1114A': 'C+', 'MD3140E': 'A+', 'NUR3502': 'F', 'NUR2502': 'C+', 'NUR3105C': 'A-', 'MIH3201': 'B+', 'NUR2107B': 'F', 'NUR3204C': 'C', 'MD1903': 'A+', 'NUR2500': 'C', 'MD3140T': 'D', 'NUR1125': 'A-', 'NUR3503': 'B', 'NUR1202C': 'C', 'NUR2125': 'F', 'MIH1102': 'A', 'NUR3506': 'B-', 'NUR1123': 'A+', 'NUR1113A': 'A-', 'NUR3202C': 'C', 'NUR2124': 'A+', 'NUR2113': 'B+', 'NUR3116B': 'F'}"
Rebecca Johnson,A0218779L,XXXXX648Z,4,YST Conservatory of Music,Music,,"['MUA1154', 'MUA1168', 'MUA3260', 'MUA1111', 'MUA2153', 'MUA3113', 'MUT1101', 'MUA3263', 'MUA1107', 'GEC1014', 'MUA1192', 'MUA1169', 'MUA3194', 'CFA1101A', 'MUA3213', 'MUT3113', 'MUA3154', 'MUA3221', 'MUH3205', 'MUA2256', 'MUA4201', 'MUA3117', 'MUA3179', 'MUA4113', 'GESS1015', 'MUA2154', 'MUA3228', 'MUA3271', 'MUA1188', 'MUA1101', 'MUA2255', 'MUA3255']","{'MUA1154': 'B-', 'MUA1168': 'B', 'MUA3260': 'B+', 'MUA1111': 'C', 'MUA2153': 'C+', 'MUA3113': 'B-', 'MUT1101': 'F', 'MUA3263': 'C', 'MUA1107': 'B', 'GEC1014': 'C', 'MUA1192': 'B', 'MUA1169': 'B+', 'MUA3194': 'B', 'CFA1101A': 'B', 'MUA3213': 'A-', 'MUT3113': 'B+', 'MUA3154': 'D', 'MUA3221': 'C+', 'MUH3205': 'C+', 'MUA2256': 'D', 'MUA4201': 'C', 'MUA3117': 'C', 'MUA3179': 'C', 'MUA4113': 'A+', 'GESS1015': 'C+', 'MUA2154': 'B-', 'MUA3228': 'B+', 'MUA3271': 'B', 'MUA1188': 'A-', 'MUA1101': 'A-', 'MUA2255': 'D', 'MUA3255': 'B'}"
Jordan Jacobson,A0284373X,XXXXX798Z,2,College of Design and Engineering,Computer Engineering,,"['CN1101A', 'PF1108', 'ID1119', 'MLE1001B', 'LAD1005', 'LAD1003', 'BN2105', 'AR2328A', 'LAD2005', 'ID2116', 'IE2111', 'ID2322', 'ID1300', 'ID2115', 'ESP2111', 'GEC1040']","{'CN1101A': 'F', 'PF1108': 'B+', 'ID1119': 'B', 'MLE1001B': 'A-', 'LAD1005': 'B-', 'LAD1003': 'D', 'BN2105': 'C+', 'AR2328A': 'A-', 'LAD2005': 'A', 'ID2116': 'C+', 'IE2111': 'C', 'ID2322': 'F', 'ID1300': 'B-', 'ID2115': 'A-', 'ESP2111': 'F', 'GEC1040': 'B-'}"
Sherry Hamilton,A0280781D,XXXXX440Z,3,NUS Business School,Business Administration,,"['ACC1701X', 'GESS1018', 'RE1707', 'STR1000', 'FIN3139', 'BI3003A', 'DOS3751', 'BI3003B', 'BI3001A', 'RE1702', 'MNO1706A', 'RE1706', 'DMB1201ACC', 'ACC1701C', 'BWS3814', 'BI3708R', 'ACC2709', 'BI3003D', 'DAO1704X', 'RE3000', 'BPM1702', 'BSP1702X', 'ACC1701A', 'ACC1701D']","{'ACC1701X': 'A-', 'GESS1018': 'A', 'RE1707': 'A', 'STR1000': 'B+', 'FIN3139': 'C+', 'BI3003A': 'A+', 'DOS3751': 'B-', 'BI3003B': 'A-', 'BI3001A': 'F', 'RE1702': 'A', 'MNO1706A': 'A', 'RE1706': 'D', 'DMB1201ACC': 'C+', 'ACC1701C': 'B', 'BWS3814': 'C+', 'BI3708R': 'B', 'ACC2709': 'C', 'BI3003D': 'F', 'DAO1704X': 'D', 'RE3000': 'B+', 'BPM1702': 'B-', 'BSP1702X': 'A-', 'ACC1701A': 'C', 'ACC1701D': 'C+'}"
Katherine Mahoney,A0212243X,XXXXX548Z,3,Arts and Social Science,Sociology,,"['GES1008', 'LAK1201', 'LAC3204', 'JS2232', 'GEX1005', 'GEX1012', 'SC3216', 'PS3271', 'SE2218', 'SC3221', 'PH3230', 'SE3211', 'NM2104', 'PH2242', 'PS1101E', 'TS3243', 'GEN2001', 'GEC1004', 'MS3216', 'GE3248', 'UTOA2001PL', 'PS3550', 'GES1040', 'GEX1014']","{'GES1008': 'A+', 'LAK1201': 'A-', 'LAC3204': 'C+', 'JS2232': 'A', 'GEX1005': 'F', 'GEX1012': 'B', 'SC3216': 'B', 'PS3271': 'F', 'SE2218': 'C', 'SC3221': 'A', 'PH3230': 'B+', 'SE3211': 'A', 'NM2104': 'D', 'PH2242': 'A-', 'PS1101E': 'C+', 'TS3243': 'B+', 'GEN2001': 'B+', 'GEC1004': 'B', 'MS3216': 'B+', 'GE3248': 'A-', 'UTOA2001PL': 'C+', 'PS3550': 'F', 'GES1040': 'B-', 'GEX1014': 'C'}"
Charles Benson,A0275286M,XXXXX203Z,3,College of Design and Engineering,Civil Engineering,,"['CDE2701B', 'ME3242', 'EG3612', 'GESS1014', 'ID2041', 'ID3129', 'PF2504', 'PF3401', 'ESP2106', 'ESE3201', 'ID1117', 'ID3111', 'ID1115', 'CE2409', 'EE3305', 'ID3128', 'ME2104', 'AR3101', 'IPM1103', 'EG3611A', 'ID2115', 'CDE2000', 'AR3151', 'AR2522']","{'CDE2701B': 'A-', 'ME3242': 'A', 'EG3612': 'C+', 'GESS1014': 'D', 'ID2041': 'A', 'ID3129': 'C+', 'PF2504': 'A', 'PF3401': 'A-', 'ESP2106': 'B-', 'ESE3201': 'F', 'ID1117': 'B+', 'ID3111': 'B', 'ID1115': 'C', 'CE2409': 'D', 'EE3305': 'A+', 'ID3128': 'B-', 'ME2104': 'C', 'AR3101': 'F', 'IPM1103': 'A+', 'EG3611A': 'B+', 'ID2115': 'C+', 'CDE2000': 'B+', 'AR3151': 'C', 'AR2522': 'B'}"
Roy Lucas,A0206064A,XXXXX792Z,1,Arts and Social Science,Social Work,,"['GESS1002', 'HSS1000', 'GET1030', 'GEH1054', 'GEC1030', 'CH1101E', 'GEX1032', 'HS1402A']","{'GESS1002': 'F', 'HSS1000': 'F', 'GET1030': 'A+', 'GEH1054': 'A+', 'GEC1030': 'A', 'CH1101E': 'F', 'GEX1032': 'A-', 'HS1402A': 'A'}"
Jessica Scott,A0276494Z,XXXXX923Z,3,Yong Loo Lin Sch of Medicine,Medicine,,"['MIH2202', 'NUR3500', 'NUR3119', 'NUR3116B', 'NUR2503', 'NUR2500', 'NUR2502', 'NUR2124', 'MIH2201', 'NUR1114A', 'NUR3202C', 'NUR3505', 'NUR3205D', 'NUR1124', 'NUR2125', 'GET1022', 'NUR3120', 'NUR3504', 'MD1903', 'NUR2107B', 'NUR3106B', 'ALS1010', 'NUR2441A', 'NUR3114']","{'MIH2202': 'C+', 'NUR3500': 'A-', 'NUR3119': 'A+', 'NUR3116B': 'F', 'NUR2503': 'A-', 'NUR2500': 'A', 'NUR2502': 'C', 'NUR2124': 'F', 'MIH2201': 'F', 'NUR1114A': 'A-', 'NUR3202C': 'F', 'NUR3505': 'C', 'NUR3205D': 'A', 'NUR1124': 'A', 'NUR2125': 'C+', 'GET1022': 'C', 'NUR3120': 'B', 'NUR3504': 'B', 'MD1903': 'B-', 'NUR2107B': 'C+', 'NUR3106B': 'F', 'ALS1010': 'F', 'NUR2441A': 'D', 'NUR3114': 'A+'}"
Lori Strickland,A0233641M,XXXXX454Z,1,Science,Environmental Studies,,"['LSM1301', 'MA1301', 'LSM1303', 'COS1000', 'HS1501', 'HS1402S', 'PHS1101', 'MA1508E']","{'LSM1301': 'B', 'MA1301': 'A+', 'LSM1303': 'B+', 'COS1000': 'C', 'HS1501': 'B-', 'HS1402S': 'C', 'PHS1101': 'C+', 'MA1508E': 'A-'}"
Jonathan Miller,A0207647B,XXXXX845Z,1,NUS Business School,Business Administration,,"['DMB1203MKT', 'MKT1705D', 'DMB1202FIN', 'MKT1705B', 'DMB1202MNO', 'GESS1018', 'DMB1204DO', 'DMB1204MNO']","{'DMB1203MKT': 'C', 'MKT1705D': 'B-', 'DMB1202FIN': 'A+', 'MKT1705B': 'A-', 'DMB1202MNO': 'C', 'GESS1018': 'A', 'DMB1204DO': 'B-', 'DMB1204MNO': 'A+'}"
Victor Lynch,A0213681B,XXXXX272Z,4,YST Conservatory of Music,Music,,"['MUA3228', 'MUA3117', 'MUA4154', 'GEH1060', 'MUA3230', 'MUA4201', 'MUA2255A', 'MUA1192', 'GET1047', 'MUA1154', 'MUA3133', 'MUA2230', 'MUA3188', 'MUA1111', 'MUA3201', 'MUA1101', 'CFA1111A', 'MUA3255', 'MUA2172', 'MUA1190', 'MUA3113', 'MUA1165', 'MUA1161', 'MUA4113', 'MUA1223', 'MUH2201', 'MUA2256', 'GEX1027', 'MUA1153', 'MUA3260', 'CFA1101A', 'MUA3226']","{'MUA3228': 'B-', 'MUA3117': 'B+', 'MUA4154': 'C', 'GEH1060': 'A-', 'MUA3230': 'A', 'MUA4201': 'B-', 'MUA2255A': 'B-', 'MUA1192': 'B-', 'GET1047': 'B-', 'MUA1154': 'C', 'MUA3133': 'B-', 'MUA2230': 'A-', 'MUA3188': 'C', 'MUA1111': 'A+', 'MUA3201': 'B-', 'MUA1101': 'A+', 'CFA1111A': 'A', 'MUA3255': 'D', 'MUA2172': 'B', 'MUA1190': 'D', 'MUA3113': 'B-', 'MUA1165': 'B', 'MUA1161': 'A-', 'MUA4113': 'C', 'MUA1223': 'D', 'MUH2201': 'A+', 'MUA2256': 'A', 'GEX1027': 'D', 'MUA1153': 'C', 'MUA3260': 'A+', 'CFA1101A': 'A', 'MUA3226': 'F'}"
Patrick Gutierrez,A0226440D,XXXXX842Z,1,YST Conservatory of Music,Music,,"['MUA1196', 'MUL1105', 'MUA1188', 'GET1047', 'MUA1163', 'MUA1161', 'MUA1223', 'MUA1172']","{'MUA1196': 'C+', 'MUL1105': 'B', 'MUA1188': 'B-', 'GET1047': 'C+', 'MUA1163': 'A-', 'MUA1161': 'C+', 'MUA1223': 'C', 'MUA1172': 'A+'}"
Michael Jennings,A0233154N,XXXXX506Z,3,NUS Business School,Business Administration,,"['MKT3752', 'ACC1701B', 'GESS1019', 'BI3708A', 'BI3712B', 'DMB1202MKT', 'BI3708B', 'RE3701', 'BI3002A', 'FIN3751', 'DAO2703', 'BPM1702', 'ACC3707', 'DOS3703', 'DMB1204BSP', 'MKT3751', 'DOS3701', 'DMB1204MNO', 'DOS3751', 'DMB1203MNO', 'BI3003A', 'BI3712R', 'DMB1201DAO', 'ACC1701D']","{'MKT3752': 'F', 'ACC1701B': 'F', 'GESS1019': 'A+', 'BI3708A': 'B', 'BI3712B': 'B-', 'DMB1202MKT': 'A', 'BI3708B': 'B-', 'RE3701': 'B+', 'BI3002A': 'B+', 'FIN3751': 'D', 'DAO2703': 'F', 'BPM1702': 'B-', 'ACC3707': 'B+', 'DOS3703': 'C+', 'DMB1204BSP': 'A', 'MKT3751': 'B+', 'DOS3701': 'C', 'DMB1204MNO': 'F', 'DOS3751': 'A', 'DMB1203MNO': 'A', 'BI3003A': 'B+', 'BI3712R': 'A+', 'DMB1201DAO': 'A+', 'ACC1701D': 'B-'}"
Jennifer Jones,A0200265X,XXXXX369Z,1,YST Conservatory of Music,Music,,"['MUA1172', 'MUA1223', 'GEC1014', 'MUA1240', 'MUA1196', 'MUA1165', 'MUT1101', 'GESS1015']","{'MUA1172': 'C+', 'MUA1223': 'B+', 'GEC1014': 'A', 'MUA1240': 'B', 'MUA1196': 'A-', 'MUA1165': 'F', 'MUT1101': 'A', 'GESS1015': 'A'}"
Wanda Arroyo,A0256725N,XXXXX681Z,4,Computing,Computer Science,,"['CS1010J', 'IT3010', 'CS2103R', 'CS1231R', 'CP3209', 'CP3106', 'DMC1401', 'IS1128', 'CP3108B', 'BT4013', 'GEI1000', 'DMC1401IS', 'CS2100', 'BT2102', 'IS4303', 'CP3201', 'CS3237', 'DMC1401CS', 'CP2107', 'XFC4101', 'BT4221', 'CS2106', 'CS3245R', 'BT4222', 'CP3208', 'CP4106', 'XFC4102', 'CS3281', 'CP2106', 'IT2002', 'CS1010R', 'CS2030']","{'CS1010J': 'B-', 'IT3010': 'B+', 'CS2103R': 'C', 'CS1231R': 'C', 'CP3209': 'A', 'CP3106': 'D', 'DMC1401': 'C+', 'IS1128': 'F', 'CP3108B': 'C+', 'BT4013': 'A', 'GEI1000': 'D', 'DMC1401IS': 'B-', 'CS2100': 'B+', 'BT2102': 'B+', 'IS4303': 'D', 'CP3201': 'B', 'CS3237': 'A+', 'DMC1401CS': 'B-', 'CP2107': 'B+', 'XFC4101': 'B+', 'BT4221': 'B-', 'CS2106': 'A+', 'CS3245R': 'C', 'BT4222': 'C+', 'CP3208': 'A-', 'CP4106': 'B-', 'XFC4102': 'B', 'CS3281': 'B-', 'CP2106': 'B+', 'IT2002': 'F', 'CS1010R': 'B-', 'CS2030': 'D'}"
