Subject,Predicate,Object,Predicate2,Object2
John Mcguire,takes_module,LSM3310,and_scored,F
John Mcguire,takes_module,FST2312,and_scored,D
John Mcguire,takes_module,ENV2102,and_scored,B+
John Mcguire,takes_module,CM3288R,and_scored,C
John Mcguire,takes_module,GEH1018,and_scored,C
John Mcguire,takes_module,LSM3313,and_scored,C
John Mcguire,takes_module,PC3289N,and_scored,F
John Mcguire,takes_module,UTOS2201F,and_scored,B+
John Mcguire,takes_module,PC3289Q,and_scored,A-
John Mcguire,takes_module,UTOS2001P,and_scored,A+
John Mcguire,takes_module,PC3239,and_scored,A+
John Mcguire,takes_module,UTOS2201R,and_scored,C+
John Mcguire,takes_module,LSM3311,and_scored,A+
John Mcguire,takes_module,HS2906,and_scored,D
John Mcguire,takes_module,GEC1016,and_scored,F
John Mcguire,takes_module,UTOS2002,and_scored,B+
John Mcguire,takes_module,FDP2021,and_scored,B+
John Mcguire,takes_module,LSM1301,and_scored,C
John Mcguire,takes_module,ZB2201,and_scored,B-
John Mcguire,takes_module,LSM2107,and_scored,A+
Sara Webb,takes_module,HS1403A,and_scored,A-
Sara Webb,takes_module,GEI1001,and_scored,C+
Sara Webb,takes_module,GET1029,and_scored,A
Sara Webb,takes_module,GEC1041,and_scored,A
Sara Webb,takes_module,GEX1012,and_scored,A-
Sara Webb,takes_module,GEX1031,and_scored,A-
Sara Webb,takes_module,PLB1201,and_scored,B+
Sara Webb,takes_module,LAG1201,and_scored,A
Sharon Long,takes_module,MUT3224,and_scored,C+
Sharon Long,takes_module,MUA3226,and_scored,B+
Sharon Long,takes_module,GEC1023,and_scored,A+
Sharon Long,takes_module,MUH2204,and_scored,C
Sharon Long,takes_module,MUA3256,and_scored,D
Sharon Long,takes_module,MUA2205,and_scored,D
Sharon Long,takes_module,MUT1102,and_scored,B+
Sharon Long,takes_module,MUA1109,and_scored,C+
Sharon Long,takes_module,MUH3203,and_scored,B-
Sharon Long,takes_module,MUA3221,and_scored,F
Sharon Long,takes_module,MUA2255,and_scored,C
Sharon Long,takes_module,MUA3153,and_scored,C
Sharon Long,takes_module,MUA1192,and_scored,D
Sharon Long,takes_module,MUT1201,and_scored,A
Sharon Long,takes_module,MUA3133,and_scored,B-
Sharon Long,takes_module,MUT2101,and_scored,C+
Sharon Long,takes_module,CFA2210,and_scored,B+
Sharon Long,takes_module,CFA1111B,and_scored,C
Sharon Long,takes_module,MUT3222,and_scored,C+
Sharon Long,takes_module,MUA3213,and_scored,D
Sharon Long,takes_module,MUA3255,and_scored,B
Sharon Long,takes_module,MUT3113,and_scored,C
Sharon Long,takes_module,MUA3115,and_scored,B+
Sharon Long,takes_module,MUA1240,and_scored,F
Eddie Padilla,takes_module,DMS1401CM,and_scored,F
Eddie Padilla,takes_module,HS1403S,and_scored,B-
Eddie Padilla,takes_module,GEH1050,and_scored,B-
Eddie Padilla,takes_module,GEH1018,and_scored,F
Eddie Padilla,takes_module,PR1150,and_scored,F
Eddie Padilla,takes_module,PR1152,and_scored,A-
Eddie Padilla,takes_module,GET1020,and_scored,B+
Eddie Padilla,takes_module,HSI1000,and_scored,D
Mrs. Isabella Norris,takes_module,BI3003C,and_scored,B-
Mrs. Isabella Norris,takes_module,BST3762,and_scored,F
Mrs. Isabella Norris,takes_module,BLD3002,and_scored,A-
Mrs. Isabella Norris,takes_module,DMB1202BSP,and_scored,F
Mrs. Isabella Norris,takes_module,FIN3751,and_scored,C+
Mrs. Isabella Norris,takes_module,DMB1204MKT,and_scored,A
Mrs. Isabella Norris,takes_module,DMB1203ACC,and_scored,B
Mrs. Isabella Norris,takes_module,BI3002A,and_scored,D
Mrs. Isabella Norris,takes_module,BSN3713,and_scored,A
Mrs. Isabella Norris,takes_module,BI3708A,and_scored,A
Mrs. Isabella Norris,takes_module,RE3000,and_scored,F
Mrs. Isabella Norris,takes_module,DMB1204ACC,and_scored,A
Mrs. Isabella Norris,takes_module,DMB1203MNO,and_scored,B
Mrs. Isabella Norris,takes_module,BI3704D,and_scored,A
Mrs. Isabella Norris,takes_module,DOS3811,and_scored,B-
Mrs. Isabella Norris,takes_module,GESS1036,and_scored,B+
Mrs. Isabella Norris,takes_module,ACC1701C,and_scored,F
Mrs. Isabella Norris,takes_module,DOS3752,and_scored,B
Mrs. Isabella Norris,takes_module,DMB1201ACC,and_scored,C+
Mrs. Isabella Norris,takes_module,DMB1201MNO,and_scored,A
Mrs. Isabella Norris,takes_module,BSN3702,and_scored,F
Mrs. Isabella Norris,takes_module,DMB1203FIN,and_scored,B
Mrs. Isabella Norris,takes_module,DMB1204BSP,and_scored,F
Mrs. Isabella Norris,takes_module,BI3002B,and_scored,A+
Scott Henderson,takes_module,PHS3313,and_scored,A+
Scott Henderson,takes_module,MA1301,and_scored,B-
Scott Henderson,takes_module,ST3310,and_scored,D
Scott Henderson,takes_module,PC3289A,and_scored,D
Scott Henderson,takes_module,UTOS2001P,and_scored,A
Scott Henderson,takes_module,LSM3289R,and_scored,B-
Scott Henderson,takes_module,UTOS2002B,and_scored,A+
Scott Henderson,takes_module,PC1201,and_scored,A-
Scott Henderson,takes_module,ENV3202A,and_scored,A-
Scott Henderson,takes_module,UTOS2002M,and_scored,B-
Scott Henderson,takes_module,HSI1000,and_scored,F
Scott Henderson,takes_module,PC1101,and_scored,C+
Scott Henderson,takes_module,PR1152,and_scored,F
Scott Henderson,takes_module,MA1511,and_scored,F
Scott Henderson,takes_module,FST2313,and_scored,B-
Scott Henderson,takes_module,ZB3312,and_scored,D
Scott Henderson,takes_module,DSA2312,and_scored,C
Scott Henderson,takes_module,MA3236,and_scored,B+
Scott Henderson,takes_module,MA2002,and_scored,A+
Scott Henderson,takes_module,MA1301X,and_scored,C
Scott Henderson,takes_module,DSA3288,and_scored,B+
Scott Henderson,takes_module,PC2239,and_scored,A-
Scott Henderson,takes_module,MA2401,and_scored,A-
Scott Henderson,takes_module,PR2155,and_scored,A+
Linda Fry,takes_module,LAF1201,and_scored,C+
Linda Fry,takes_module,GEX1015,and_scored,D
Linda Fry,takes_module,GESS1005,and_scored,A
Linda Fry,takes_module,GES1002,and_scored,A-
Linda Fry,takes_module,GESS1007,and_scored,D
Linda Fry,takes_module,GEC1024,and_scored,B
Linda Fry,takes_module,HSA1000,and_scored,B-
Linda Fry,takes_module,ASP1201EC,and_scored,F
Michael Martinez,takes_module,CP3108A,and_scored,A+
Michael Martinez,takes_module,CS1010S,and_scored,C
Michael Martinez,takes_module,BT1101,and_scored,B+
Michael Martinez,takes_module,CS2040,and_scored,B-
Michael Martinez,takes_module,CS2220,and_scored,A-
Michael Martinez,takes_module,GEI1000,and_scored,C+
Michael Martinez,takes_module,CS3223,and_scored,C+
Michael Martinez,takes_module,DMC1401IS,and_scored,B
Michael Martinez,takes_module,CS2103,and_scored,C
Michael Martinez,takes_module,IT2002,and_scored,D
Michael Martinez,takes_module,CS2103R,and_scored,B+
Michael Martinez,takes_module,CS2030S,and_scored,C+
Michael Martinez,takes_module,CS3245,and_scored,B
Michael Martinez,takes_module,IT1244,and_scored,D
Michael Martinez,takes_module,IS1128,and_scored,C
Michael Martinez,takes_module,CP2201,and_scored,F
Michael Martinez,takes_module,CS3217,and_scored,D
Michael Martinez,takes_module,BT2102,and_scored,B+
Michael Martinez,takes_module,CP3111,and_scored,A-
Michael Martinez,takes_module,CS1231R,and_scored,A+
Michael Martinez,takes_module,IT2900,and_scored,B
Michael Martinez,takes_module,CS3263,and_scored,A-
Michael Martinez,takes_module,IS2218,and_scored,C+
Michael Martinez,takes_module,CS3236R,and_scored,D
Michael Turner,takes_module,ASP1201EC,and_scored,C
Michael Turner,takes_module,GEC1041,and_scored,D
Michael Turner,takes_module,GES1034,and_scored,D
Michael Turner,takes_module,GEC1001,and_scored,B
Michael Turner,takes_module,DMA1401L01,and_scored,A+
Michael Turner,takes_module,GES1040,and_scored,A+
Michael Turner,takes_module,GES1005,and_scored,A-
Michael Turner,takes_module,GEC1020,and_scored,C+
Nathaniel Myers,takes_module,AR2328,and_scored,D
Nathaniel Myers,takes_module,BN2105,and_scored,B+
Nathaniel Myers,takes_module,MLE2301,and_scored,D
Nathaniel Myers,takes_module,ID1114,and_scored,B
Nathaniel Myers,takes_module,AR2524,and_scored,A
Nathaniel Myers,takes_module,CDE2501,and_scored,A-
Nathaniel Myers,takes_module,IE1111R,and_scored,F
Nathaniel Myers,takes_module,CE2134,and_scored,C
Nathaniel Myers,takes_module,AR1102,and_scored,B
Nathaniel Myers,takes_module,EG1611,and_scored,C+
Nathaniel Myers,takes_module,ID2119,and_scored,A-
Nathaniel Myers,takes_module,ID2108,and_scored,B-
Nathaniel Myers,takes_module,LAD1001,and_scored,D
Nathaniel Myers,takes_module,DTK1234,and_scored,B+
Nathaniel Myers,takes_module,CDE2000,and_scored,C+
Nathaniel Myers,takes_module,CDE2310,and_scored,D
Ashley Garcia,takes_module,DMB1204MNO,and_scored,C+
Ashley Garcia,takes_module,DOS3752,and_scored,A+
Ashley Garcia,takes_module,DMB1204FIN,and_scored,D
Ashley Garcia,takes_module,DAO2703,and_scored,A
Ashley Garcia,takes_module,DMB1202BSP,and_scored,A-
Ashley Garcia,takes_module,BLD3002,and_scored,A+
Ashley Garcia,takes_module,BWS3804,and_scored,F
Ashley Garcia,takes_module,MKT3752,and_scored,A+
Ashley Garcia,takes_module,BI3704D,and_scored,F
Ashley Garcia,takes_module,BSN3701,and_scored,B
Ashley Garcia,takes_module,BSN3713,and_scored,A-
Ashley Garcia,takes_module,MNO1706D,and_scored,C
Ashley Garcia,takes_module,RE1702,and_scored,A-
Ashley Garcia,takes_module,STR1000,and_scored,C
Ashley Garcia,takes_module,DMB1203DAO,and_scored,A-
Ashley Garcia,takes_module,BSP1702,and_scored,A+
Ashley Garcia,takes_module,BIS3001A,and_scored,F
Ashley Garcia,takes_module,DMB1201FIN,and_scored,B-
Ashley Garcia,takes_module,BPM1701,and_scored,A-
Ashley Garcia,takes_module,MNO1706A,and_scored,F
Ashley Garcia,takes_module,DMB1201DO,and_scored,A-
Ashley Garcia,takes_module,DMB1202MKT,and_scored,B-
Ashley Garcia,takes_module,BST3762,and_scored,A-
Ashley Garcia,takes_module,RE3704,and_scored,B
Sarah Wallace,takes_module,MUT1201,and_scored,B+
Sarah Wallace,takes_module,MUA1107,and_scored,C
Sarah Wallace,takes_module,GET1019,and_scored,C
Sarah Wallace,takes_module,MUA3196,and_scored,B+
Sarah Wallace,takes_module,MUH3203,and_scored,C
Sarah Wallace,takes_module,MUA3154,and_scored,D
Sarah Wallace,takes_module,MUA1109,and_scored,A
Sarah Wallace,takes_module,CFA1111B,and_scored,B+
Sarah Wallace,takes_module,MUA3113,and_scored,B+
Sarah Wallace,takes_module,MUA1196,and_scored,B-
Sarah Wallace,takes_module,MUT1102,and_scored,F
Sarah Wallace,takes_module,MUA3181,and_scored,A-
Sarah Wallace,takes_module,MUA3256,and_scored,A
Sarah Wallace,takes_module,MUA3188,and_scored,A+
Sarah Wallace,takes_module,MUA1101,and_scored,D
Sarah Wallace,takes_module,MUA3228,and_scored,A-
Sarah Wallace,takes_module,MUA1188,and_scored,A
Sarah Wallace,takes_module,CFA1111A,and_scored,B
Sarah Wallace,takes_module,MUT3113,and_scored,F
Sarah Wallace,takes_module,MUA2204,and_scored,C+
Sarah Wallace,takes_module,MUA2153,and_scored,D
Sarah Wallace,takes_module,MUA3205,and_scored,A+
Sarah Wallace,takes_module,MUA1172,and_scored,A-
Sarah Wallace,takes_module,MUA2110,and_scored,B+
Catherine Young,takes_module,GES1019,and_scored,B
Catherine Young,takes_module,ID1121,and_scored,B+
Catherine Young,takes_module,ID1117,and_scored,A-
Catherine Young,takes_module,IPM1102,and_scored,B
Catherine Young,takes_module,EE1111B,and_scored,B-
Catherine Young,takes_module,AR1329,and_scored,B-
Catherine Young,takes_module,EG1311,and_scored,A+
Catherine Young,takes_module,BN1111,and_scored,A
Nicholas Davis,takes_module,IT1244,and_scored,A+
Nicholas Davis,takes_module,CP3106,and_scored,D
Nicholas Davis,takes_module,CS1010A,and_scored,A-
Nicholas Davis,takes_module,BT4013,and_scored,B-
Nicholas Davis,takes_module,CP2107,and_scored,A
Nicholas Davis,takes_module,CP3209,and_scored,C+
Nicholas Davis,takes_module,BT1101,and_scored,B+
Nicholas Davis,takes_module,GEI1000,and_scored,B+
Nicholas Davis,takes_module,CS1231R,and_scored,F
Nicholas Davis,takes_module,CS2030,and_scored,B-
Nicholas Davis,takes_module,IS2218,and_scored,F
Nicholas Davis,takes_module,CP4106,and_scored,B-
Nicholas Davis,takes_module,XFC4101,and_scored,C
Nicholas Davis,takes_module,CP2201,and_scored,B+
Nicholas Davis,takes_module,DMC1401CS,and_scored,A
Nicholas Davis,takes_module,CP3111,and_scored,B
Nicholas Davis,takes_module,IS4302,and_scored,F
Nicholas Davis,takes_module,CP4101,and_scored,A-
Nicholas Davis,takes_module,BT2101,and_scored,D
Nicholas Davis,takes_module,BT4015,and_scored,B+
Nicholas Davis,takes_module,CP3209R,and_scored,A
Nicholas Davis,takes_module,BT4016,and_scored,A
Nicholas Davis,takes_module,CS3241,and_scored,D
Nicholas Davis,takes_module,CS2113,and_scored,D
Nicholas Davis,takes_module,BT4241,and_scored,C+
Nicholas Davis,takes_module,CS2040S,and_scored,A-
Nicholas Davis,takes_module,CS3219,and_scored,B-
Nicholas Davis,takes_module,CS3264,and_scored,A+
Nicholas Davis,takes_module,IS2103,and_scored,D
Nicholas Davis,takes_module,CS1010R,and_scored,A-
Nicholas Davis,takes_module,CS4215,and_scored,A-
Nicholas Davis,takes_module,CS3237,and_scored,A
Craig Wade,takes_module,MUA1165,and_scored,B+
Craig Wade,takes_module,GEC1035,and_scored,B-
Craig Wade,takes_module,MUA1196,and_scored,A+
Craig Wade,takes_module,MUT1102,and_scored,A-
Craig Wade,takes_module,MUA3224,and_scored,C
Craig Wade,takes_module,GEH1060,and_scored,A
Craig Wade,takes_module,MUA1111,and_scored,B-
Craig Wade,takes_module,MUT3113,and_scored,B-
Craig Wade,takes_module,MUA1168,and_scored,B+
Craig Wade,takes_module,MUH3203,and_scored,C+
Craig Wade,takes_module,MUA3255,and_scored,C
Craig Wade,takes_module,MUA1109,and_scored,D
Craig Wade,takes_module,MUH1101,and_scored,A-
Craig Wade,takes_module,MUA1169,and_scored,B
Craig Wade,takes_module,MUA2110,and_scored,D
Craig Wade,takes_module,MUA3188,and_scored,A
Craig Wade,takes_module,MUA2172,and_scored,A
Craig Wade,takes_module,MUA3233,and_scored,A
Craig Wade,takes_module,MUA1153,and_scored,B-
Craig Wade,takes_module,GEX1027,and_scored,A+
Craig Wade,takes_module,MUA1107,and_scored,D
Craig Wade,takes_module,MUA2230,and_scored,A
Craig Wade,takes_module,MUA3271,and_scored,D
Craig Wade,takes_module,MUA1112,and_scored,A-
Bonnie Franklin,takes_module,PC3289N,and_scored,B-
Bonnie Franklin,takes_module,PHS3313,and_scored,C+
Bonnie Franklin,takes_module,ST4299,and_scored,D
Bonnie Franklin,takes_module,MA4312,and_scored,C+
Bonnie Franklin,takes_module,ENV1101,and_scored,F
Bonnie Franklin,takes_module,GEC1016,and_scored,B-
Bonnie Franklin,takes_module,MA4310,and_scored,A+
Bonnie Franklin,takes_module,PR1150,and_scored,C
Bonnie Franklin,takes_module,LSM3312,and_scored,B-
Bonnie Franklin,takes_module,PC2411,and_scored,A-
Bonnie Franklin,takes_module,ST3288R,and_scored,A
Bonnie Franklin,takes_module,CM3289,and_scored,A
Bonnie Franklin,takes_module,UTOS2201B,and_scored,B
Bonnie Franklin,takes_module,GES1021,and_scored,B
Bonnie Franklin,takes_module,CM3310,and_scored,B-
Bonnie Franklin,takes_module,PC3289A,and_scored,A+
Bonnie Franklin,takes_module,PHS2310,and_scored,B+
Bonnie Franklin,takes_module,MA4288P,and_scored,A
Bonnie Franklin,takes_module,SP2201,and_scored,F
Bonnie Franklin,takes_module,SP2274,and_scored,B
Bonnie Franklin,takes_module,HS2904,and_scored,B
Bonnie Franklin,takes_module,QF2312,and_scored,C
Bonnie Franklin,takes_module,ENV3206,and_scored,C+
Bonnie Franklin,takes_module,FST3288,and_scored,D
Bonnie Franklin,takes_module,HS2906,and_scored,B+
Bonnie Franklin,takes_module,PC4199,and_scored,B
Bonnie Franklin,takes_module,ZB4299,and_scored,B
Bonnie Franklin,takes_module,LSM4288M,and_scored,A-
Bonnie Franklin,takes_module,LSM1301,and_scored,C+
Bonnie Franklin,takes_module,UTOS2001,and_scored,C
Bonnie Franklin,takes_module,LSM2105,and_scored,B-
Bonnie Franklin,takes_module,PC4288,and_scored,C
Stephanie Avery,takes_module,SW3224,and_scored,F
Stephanie Avery,takes_module,PH3203,and_scored,A
Stephanie Avery,takes_module,GET1029,and_scored,A-
Stephanie Avery,takes_module,GEC1030,and_scored,B-
Stephanie Avery,takes_module,GE3248,and_scored,A-
Stephanie Avery,takes_module,HS2917,and_scored,B+
Stephanie Avery,takes_module,CL3104,and_scored,A
Stephanie Avery,takes_module,ASP1201EC,and_scored,A
Stephanie Avery,takes_module,MS2217,and_scored,B+
Stephanie Avery,takes_module,CL2103,and_scored,C+
Stephanie Avery,takes_module,SW3205,and_scored,C
Stephanie Avery,takes_module,GE1101E,and_scored,B-
Stephanie Avery,takes_module,GEH1062,and_scored,A
Stephanie Avery,takes_module,PH2206,and_scored,F
Stephanie Avery,takes_module,MS3212,and_scored,F
Stephanie Avery,takes_module,CH2291,and_scored,B
Stephanie Avery,takes_module,GEX1014,and_scored,A
Stephanie Avery,takes_module,GESS1032,and_scored,A
Stephanie Avery,takes_module,GESS1027,and_scored,F
Stephanie Avery,takes_module,CH3225,and_scored,B-
Stephanie Avery,takes_module,HY2264,and_scored,C
Stephanie Avery,takes_module,HY3231,and_scored,A-
Stephanie Avery,takes_module,GEH1053,and_scored,B
Stephanie Avery,takes_module,MS3216,and_scored,C+
Cynthia Dunn,takes_module,GES1013,and_scored,B
Cynthia Dunn,takes_module,EE1111B,and_scored,F
Cynthia Dunn,takes_module,DTK1234,and_scored,F
Cynthia Dunn,takes_module,AR1329,and_scored,A-
Cynthia Dunn,takes_module,ID1115,and_scored,B
Cynthia Dunn,takes_module,GESS1011,and_scored,D
Cynthia Dunn,takes_module,GEC1040,and_scored,C+
Cynthia Dunn,takes_module,ID1114,and_scored,A+
Susan Alexander,takes_module,DMB1202ACC,and_scored,C
Susan Alexander,takes_module,BSP1702,and_scored,C+
Susan Alexander,takes_module,MKT1705X,and_scored,F
Susan Alexander,takes_module,RE1707,and_scored,B-
Susan Alexander,takes_module,DMB1203ACC,and_scored,A-
Susan Alexander,takes_module,DMB1201BSP,and_scored,C+
Susan Alexander,takes_module,DMB1202DAO,and_scored,F
Susan Alexander,takes_module,BSP1703,and_scored,D
Patricia Russo,takes_module,CE2409,and_scored,F
Patricia Russo,takes_module,PF2505,and_scored,A
Patricia Russo,takes_module,ID4121,and_scored,F
Patricia Russo,takes_module,BN2204,and_scored,A+
Patricia Russo,takes_module,ESE4502N,and_scored,A+
Patricia Russo,takes_module,MLE1001B,and_scored,C+
Patricia Russo,takes_module,PF2110,and_scored,A
Patricia Russo,takes_module,ESP1111,and_scored,C
Patricia Russo,takes_module,AR2228,and_scored,A+
Patricia Russo,takes_module,BN4501,and_scored,B
Patricia Russo,takes_module,AR4955,and_scored,B
Patricia Russo,takes_module,AR3151,and_scored,D
Patricia Russo,takes_module,CN4203R,and_scored,F
Patricia Russo,takes_module,MLE4217,and_scored,C+
Patricia Russo,takes_module,AR2227,and_scored,A
Patricia Russo,takes_module,BN2403,and_scored,C+
Patricia Russo,takes_module,CDE4301,and_scored,B
Patricia Russo,takes_module,PF4213,and_scored,F
Patricia Russo,takes_module,CE4001,and_scored,A
Patricia Russo,takes_module,CDE2301,and_scored,A
Patricia Russo,takes_module,LAD4010,and_scored,A-
Patricia Russo,takes_module,ME4101B,and_scored,D
Patricia Russo,takes_module,EE3306,and_scored,C+
Patricia Russo,takes_module,BN4406,and_scored,B-
Patricia Russo,takes_module,ME4263,and_scored,B+
Patricia Russo,takes_module,ID4107,and_scored,A
Patricia Russo,takes_module,ID3110,and_scored,D
Patricia Russo,takes_module,BN2201,and_scored,B+
Patricia Russo,takes_module,AR2225,and_scored,A
Patricia Russo,takes_module,ID2117,and_scored,A+
Patricia Russo,takes_module,MLE2105,and_scored,A
Patricia Russo,takes_module,PF2203,and_scored,A+
Frank Washington,takes_module,IT2900,and_scored,F
Frank Washington,takes_module,CS1010,and_scored,A+
Frank Washington,takes_module,CS2100,and_scored,C+
Frank Washington,takes_module,IS1108,and_scored,A-
Frank Washington,takes_module,CS2040C,and_scored,D
Frank Washington,takes_module,CS2105,and_scored,C+
Frank Washington,takes_module,IS2238,and_scored,C+
Frank Washington,takes_module,CS1010R,and_scored,A
